id,medicament_id,forme,dosage
13192,3207,"IMETH 22,5 mg/0,9 ml S inj en seringue préremplie 4Ser/0,9ml | Cip : 3400930016442 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","22,5 mg/0,9 ml S inj en seringue préremplie 4Ser/0,9ml"
13193,3207,"IMETH 20 mg/0,8 ml S inj en seringue préremplie 4Ser/0,8ml | Cip : 3400930016428 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","20 mg/0,8 ml S inj en seringue préremplie 4Ser/0,8ml"
13194,3207,"IMETH 17,5 mg/0,7 ml S inj en seringue préremplie 4Ser/0,7ml | Cip : 3400930016404 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","17,5 mg/0,7 ml S inj en seringue préremplie 4Ser/0,7ml"
13195,3207,"IMETH 15 mg/0,6 ml S inj en seringue préremplie 4Ser/0,6ml | Cip : 3400930016381 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","15 mg/0,6 ml S inj en seringue préremplie 4Ser/0,6ml"
13196,3207,"IMETH 12,5 mg/0,5 ml S inj en seringue préremplie 4Ser/0,5ml | Cip : 3400930016367 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","12,5 mg/0,5 ml S inj en seringue préremplie 4Ser/0,5ml"
13197,3207,"IMETH Gé 2,5 mg Cpr Plq/24 | Cip : 3400930004319 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Supprimé","2,5 mg Cpr Plq/24"
13198,3207,"IMETH 10 mg/0,4 ml S inj en seringue préremplie 4Ser/0,4ml | Cip : 3400930016343 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","10 mg/0,4 ml S inj en seringue préremplie 4Ser/0,4ml"
13199,3207,"IMETH 10 mg Cpr séc Pilul/10 | Cip : 3400938974041 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Supprimé",10 mg Cpr séc Pilul/10
13200,3208,IMAVER S inj 8Amp/1ml | Cip : 3400930257975 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,8Amp/1ml
13201,3209,comprimé (jaune foncé à brun orangé) ; boîte de 60,100 mg
13202,3209,comprimé (jaune foncé à brun orangé) ; boîte de 30,400 mg
13203,3209,IMATINIB VIATRIS 400 mg Cpr pell séc Plq unit/30 | Cip : 3400930067970 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell séc Plq unit/30
13204,3209,IMATINIB VIATRIS 100 mg Cpr pell séc Plq unit/60 | Cip : 3400930067963 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq unit/60
13205,3210,comprimé (jaune foncé à brun orangé) ; boîte de 60,100 mg
13206,3210,comprimé (jaune foncé à brun orangé) ; boîte de 30,400 mg
13207,3210,IMATINIB ZENTIVA 400 mg Cpr pell séc Plq/30 | Cip : 3400930063248 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell séc Plq/30
13208,3210,IMATINIB ZENTIVA 100 mg Cpr pell séc Plq/60 | Cip : 3400930063170 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq/60
13209,3211,comprimé sécable (jaune) ; boîte de 60,100 mg
13210,3211,comprimé sécable (jaune) ; boîte de 30,400 mg
13211,3211,IMATINIB ZYDUS 400 mg Cpr pell séc Plq/30 | Cip : 3400930246078 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell séc Plq/30
13212,3211,IMATINIB ZYDUS 100 mg Cpr pell séc Plq/60 | Cip : 3400930246023 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq/60
13213,3212,IMBRUVICA 560 mg Cpr pell Plq/30 | Cip : 3400930156179 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,560 mg Cpr pell Plq/30
13214,3212,IMBRUVICA 420 mg Cpr pell Plq/30 | Cip : 3400930156162 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,420 mg Cpr pell Plq/30
13215,3212,IMBRUVICA 280 mg Cpr pell Plq/30 | Cip : 3400930182505 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,280 mg Cpr pell Plq/30
13216,3212,IMBRUVICA 140 mg Cpr pell Plq/30 | Cip : 3400930182482 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,140 mg Cpr pell Plq/30
13217,3212,IMBRUVICA 140 mg Gél Fl/120 | Cip : 3400927949906 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,140 mg Gél Fl/120
13218,3212,IMBRUVICA 140 mg Gél Fl/90 | Cip : 3400927949845 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,140 mg Gél Fl/90
13219,3213,comprimé (brun) ; boîte de 60,100 mg
13220,3213,comprimé (brun) ; boîte de 30,400 mg
13221,3213,"IMATINIB EG 400 mg Cpr pell Fl/30 | Cip : 3400930026878 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) Après ouverture : durant 45 jours (Tenir le récipient bien fermé) | Statut: Commercialisé",400 mg Cpr pell Fl/30
13222,3213,"IMATINIB EG 100 mg Cpr pell séc Fl/60 | Cip : 3400930026366 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) Après ouverture : durant 180 jours (Tenir le récipient bien fermé) | Statut: Commercialisé",100 mg Cpr pell séc Fl/60
13223,3214,comprimé (orange-marron) ; boîte de 60,100 mg
13224,3214,comprimé (orange-marron) ; boîte de 30,400 mg
13225,3214,IMATINIB HCS 400 mg Cpr pell Plq/30 | Cip : 3400930057063 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell Plq/30
13226,3214,IMATINIB HCS 100 mg Cpr pell Plq/60 | Cip : 3400930057018 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr pell Plq/60
13227,3215,comprimé (jaune foncé à brun orangé) ; boîte de 60,100 mg
13228,3215,comprimé (jaune foncé à brun orangé) ; boîte de 30,400 mg
13229,3215,"IMATINIB SANDOZ 100 mg Cpr pell séc Plq/60 [LT1] | Cip : 3400949004119 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",100 mg Cpr pell séc Plq/60 [LT1]
13230,3215,"IMATINIB SANDOZ 400 mg Cpr pell séc Plq/30 | Cip : 3400930048351 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",400 mg Cpr pell séc Plq/30
13231,3215,"IMATINIB SANDOZ 100 mg Cpr pell séc Plq/60 | Cip : 3400930048306 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",100 mg Cpr pell séc Plq/60
13232,3216,comprimé (jaune foncé à brun orangé) ; boîte de 60,100 mg
13233,3216,comprimé (jaune foncé à brun orangé) ; boîte de 30,400 mg
13234,3216,IMATINIB TEVA 400 mg Cpr pell B/30 [ADP1] | Cip : 3400949500932 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,400 mg Cpr pell B/30 [ADP1]
13235,3216,IMATINIB TEVA 400 mg Cpr pell Plq/30 | Cip : 3400930057124 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,400 mg Cpr pell Plq/30
13236,3216,IMATINIB TEVA 100 mg Cpr pell Plq/60 | Cip : 3400930057117 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,100 mg Cpr pell Plq/60
13237,3217,comprimé (brun orangé) ; boîte de 60,100 mg
13238,3217,comprimé (brun orangé) ; plaquette de 60,100 mg
13239,3217,comprimé (brun orangé) ; boîte de 30,400 mg
13240,3217,comprimé (brun orangé) ; plaquette de 30,400 mg
13241,3217,IMATINIB ACCORD 400 mg Cpr pell Plq alu/30x1 | Cip : 3400930266755 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,400 mg Cpr pell Plq alu/30x1
13242,3217,IMATINIB ACCORD 400 mg Cpr pell Plq unit/30 | Cip : 3400930059654 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois | Statut: Supprimé,400 mg Cpr pell Plq unit/30
13243,3217,IMATINIB ACCORD 100 mg Cpr pell Plq alu/60x1 | Cip : 3400930266731 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,100 mg Cpr pell Plq alu/60x1
13244,3217,IMATINIB ACCORD 100 mg Cpr pell Plq unit/60x1 | Cip : 3400930059630 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois | Statut: Commercialisé,100 mg Cpr pell Plq unit/60x1
13245,3218,"ILUVIEN 190 µg Implant intravitr avec applic Plq/1 | Cip : 3400922285818 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Ne pas congeler, Ne pas conserver au réfrigérateur) | Statut: Commercialisé",190 µg Implant intravitr avec applic Plq/1
13246,3219,comprimé (brun) ; boîte de 60,100 mg
13247,3219,comprimé (brun) ; boîte de 30,400 mg
13248,3219,IMATINIB ARROW LAB 400 mg Cpr pell Plq/30 | Cip : 3400930074404 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Commercialisé,400 mg Cpr pell Plq/30
13249,3219,IMATINIB ARROW LAB 100 mg Cpr pell séc Plq/60 | Cip : 3400930074282 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq/60
13250,3220,comprimé (jaune foncé à brun orangé) ; boîte de 60,100 mg
13251,3220,comprimé (jaune foncé à brun orangé) ; boîte de 30,400 mg
13252,3220,IMATINIB BGR 400 mg Cpr pell séc Plq/30 | Cip : 3400930062968 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell séc Plq/30
13253,3220,IMATINIB BGR 100 mg Cpr pell séc Plq/60 | Cip : 3400930062890 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq/60
13254,3221,IMATINIB CRISTERS 400 mg Cpr pell Plq/30 | Cip : 3400930096888 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,400 mg Cpr pell Plq/30
13255,3221,IMATINIB CRISTERS 100 mg Cpr pell séc Plq/60 | Cip : 3400930096833 ; Modalités de conservation : Avant ouverture : durant 36 mois Après ouverture : durant 3 mois | Statut: Commercialisé,100 mg Cpr pell séc Plq/60
13256,3222,solution injectable SC ; 1 seringue préremplie de 1 ml,100 mg
13257,3222,solution injectable SC ; 1 stylo prérempli de 1 ml,100 mg
13258,3222,solution injectable SC ; 1 seringue préremplie de 1 ml,200 mg
13259,3222,"ILUMETRI 200 mg S inj en seringue préremplie Ser/2ml | Cip : 3400930254172 ; Modalités de conservation : Avant ouverture : < 25° durant 30 jours (Conserver à l'abri de la lumière, Ne pas agiter, Conserver dans son emballage), 2° < t < 8° durant 36 mois (Conserver à l'abri de la lumière, Ne pas agiter, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",200 mg S inj en seringue préremplie Ser/2ml
13260,3222,"ILUMETRI 100 mg S inj en stylo prérempli Stylo/1ml | Cip : 3400930272459 ; Modalités de conservation : Avant ouverture : < 25° durant 30 jours (Conserver à l'abri de la lumière, Ne pas agiter, Conserver dans son emballage), 2° < t < 8° durant 36 mois (Conserver à l'abri de la lumière, Ne pas agiter, Conserver dans son emballage, Conserver au réfrigérateur, Ne pas congeler) | Statut: Commercialisé",100 mg S inj en stylo prérempli Stylo/1ml
13261,3222,"ILUMETRI 100 mg S inj en seringue préremplie Ser/1ml | Cip : 3400930172056 ; Modalités de conservation : Avant ouverture : < 25° durant 30 jours (Conserver à l'abri de la lumière, Ne pas agiter, Conserver dans son emballage), 2° < t < 8° durant 36 mois (Conserver à l'abri de la lumière, Ne pas agiter, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",100 mg S inj en seringue préremplie Ser/1ml
13262,3223,"ILOPROST ZENTIVA 100 µg/ml S diluer perf 5Amp/0,5ml | Cip : 3400955088424 ; Modalités de conservation : Avant ouverture : durant 36 mois (Ne pas congeler) | Statut: Commercialisé","100 µg/ml S diluer perf 5Amp/0,5ml"
13263,3224,"ILOPROST TEVA 100 µg/ml S diluer perf 5Amp/0,5ml | Cip : 3400955062325 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","100 µg/ml S diluer perf 5Amp/0,5ml"
13264,3225,"ILOMEDINE 0,1 mg/1 ml S perf 5Amp/0,5ml | Cip : 3400955788966 ; Modalités de conservation : Avant ouverture : durant 4 ans (La solution doit être préparée extemporanément) | Statut: Commercialisé","0,1 mg/1 ml S perf 5Amp/0,5ml"
13265,3226,"ILARIS 150 mg/ml S inj Fl/1ml | Cip : 3400930089514 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 36 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",150 mg/ml S inj Fl/1ml
13266,3227,"ILLUCCIX 25 µg Trousse p prép radiopharm Fl pdre+Fl solv/2,5ml | Cip : 3400955108092 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage) Après ouverture : < 25° durant 2 heures (Utiliser immédiatement, Ne pas congeler) | Statut: Commercialisé","25 µg Trousse p prép radiopharm Fl pdre+Fl solv/2,5ml"
13267,3227,"ILLUCCIX 25 µg Trousse p prép radiopharm Fl pdre+Fl solv/6,4ml | Cip : 3400955108108 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur) Après ouverture : < 25° durant 2 heures (Utiliser immédiatement, Ne pas congeler) | Statut: Commercialisé","25 µg Trousse p prép radiopharm Fl pdre+Fl solv/6,4ml"
13268,3228,comprimé sécable (blanc cassé) ; boîte de 30,10 mg
13269,3228,comprimé (blanc cassé) ; boîte de 30,20 mg
13270,3228,"IKOREL 20 mg Cpr Plq/30 | Cip : 3400933548278 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",20 mg Cpr Plq/30
13271,3228,"IKOREL 10 mg Cpr séc Plq/30 | Cip : 3400933548100 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr séc Plq/30
13272,3229,"IKERVIS 1 mg/ml Collyre émuls 30Unid/0,3ml | Cip : 3400930010648 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Ne pas congeler) | Statut: Commercialisé","1 mg/ml Collyre émuls 30Unid/0,3ml"
13273,3230,IG VENA 50 mg/ml S perf Fl/100ml [AAC] | Cip : 3400959004215 | Statut: Non commercialisé à ce jour,50 mg/ml S perf Fl/100ml [AAC]
13274,3230,IG VENA 50 mg/ml S perf Fl/200ml [AAC] | Cip : 3400959004222 | Statut: Non commercialisé à ce jour,50 mg/ml S perf Fl/200ml [AAC]
13275,3230,IG VENA 50 mg/ml S perf Fl/50ml [AAC] | Cip : 3400959005281 | Statut: Non commercialisé à ce jour,50 mg/ml S perf Fl/50ml [AAC]
13276,3231,comprimé (rose pâle) ; boîte de 30,"150 mg/12,5 mg"
13277,3231,comprimé (rose pâle) ; boîte de 90,"150 mg/12,5 mg"
13278,3231,comprimé (blanc) ; boîte de 30,"300 mg/12,5 mg"
13279,3231,comprimé (blanc) ; boîte de 90,"300 mg/12,5 mg"
13280,3231,comprimé (rose pâle) ; boîte de 30,300 mg/25 mg
13281,3231,comprimé (rose pâle) ; boîte de 90,300 mg/25 mg
13282,3231,IFIRMACOMBI 300 mg/25 mg Gé Cpr pell Plq/30 | Cip : 3400922461076 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,300 mg/25 mg Gé Cpr pell Plq/30
13283,3231,IFIRMACOMBI 300 mg/25 mg Gé Cpr pell Plq/90 | Cip : 3400922461366 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,300 mg/25 mg Gé Cpr pell Plq/90
13284,3231,"IFIRMACOMBI 300 mg/12,5 mg Gé Cpr pell Plq/30 | Cip : 3400922460765 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","300 mg/12,5 mg Gé Cpr pell Plq/30"
13285,3231,"IFIRMACOMBI 300 mg/12,5 mg Gé Cpr pell Plq/90 | Cip : 3400922460994 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","300 mg/12,5 mg Gé Cpr pell Plq/90"
13286,3231,"IFIRMACOMBI 150 mg/12,5 mg Gé Cpr pell Plq/30 | Cip : 3400922459127 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","150 mg/12,5 mg Gé Cpr pell Plq/30"
13287,3231,"IFIRMACOMBI 150 mg/12,5 mg Gé Cpr pell Plq/90 | Cip : 3400922459356 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","150 mg/12,5 mg Gé Cpr pell Plq/90"
13288,3232,comprimé (blanc) ; boîte de 30,75 mg
13289,3232,comprimé (blanc) ; boîte de 90,75 mg
13290,3232,comprimé (blanc) ; boîte de 30,150 mg
13291,3232,comprimé (blanc) ; boîte de 90,150 mg
13292,3232,comprimé (blanc) ; boîte de 30,300 mg
13293,3232,comprimé (blanc) ; boîte de 90,300 mg
13294,3232,"IFIRMASTA Gé 75 mg Cpr pell Plq/30 | Cip : 3400926775346 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",75 mg Cpr pell Plq/30
13295,3232,"IFIRMASTA Gé 75 mg Cpr pell Plq/90 | Cip : 3400926775407 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",75 mg Cpr pell Plq/90
13296,3232,"IFIRMASTA Gé 300 mg Cpr pell Plq/30 | Cip : 3400926775865 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",300 mg Cpr pell Plq/30
13297,3232,"IFIRMASTA Gé 300 mg Cpr pell Plq/90 | Cip : 3400926775926 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",300 mg Cpr pell Plq/90
13298,3232,"IFIRMASTA Gé 150 mg Cpr pell Plq/30 | Cip : 3400926775575 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",150 mg Cpr pell Plq/30
13299,3232,"IFIRMASTA Gé 150 mg Cpr pell Plq/90 | Cip : 3400926775636 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",150 mg Cpr pell Plq/90
13300,3233,"collyre ; boîte de 30 récipients unidoses de 0,4 ml",
13301,3233,IDRYLINE Collyre sol récip unidose 30unid | Cip : 3400930211212 ; Modalités de conservation : Avant ouverture : durant 36 mois Après ouverture : durant 1 mois | Statut: Commercialisé,30unid
13302,3234,IDRX-42 100 mg Gél Plq/1 [AAC] | Cip : 3400959009128 | Statut: Non commercialisé à ce jour,42 100 mg Gél Plq/1 [AAC]
13303,3235,comprimé à croquer ou à sucer (gris-blanc ; arôme citron) ; boîte de 60,500 mg/400 UI
13304,3235,IDEOS 500 mg/400 UI Cpr à croquer/sucer B/30 | Cip : 3400933809607 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Non commercialisé à ce jour,500 mg/400 UI Cpr à croquer/sucer B/30
13305,3235,IDEOS 500 mg/400 UI Cpr à croquer/sucer T/60 | Cip : 3400933809775 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Commercialisé,500 mg/400 UI Cpr à croquer/sucer T/60
13306,3236,"IDELVION 500 UI Pdre/solv p sol inj Flpdre+Flsov+nec | Cip : 3400955022794 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",500 UI Pdre/solv p sol inj Flpdre+Flsov+nec
13307,3236,"IDELVION 3500 UI Pdre/solv p sol inj Flpdre+Flsov+nec | Cip : 3400955076100 ; Modalités de conservation : Avant ouverture : < 25° durant 30 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",3500 UI Pdre/solv p sol inj Flpdre+Flsov+nec
13308,3236,"IDELVION 250 UI Pdre/solv p sol inj Flpdre+Flsolv+nec | Cip : 3400955022770 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",250 UI Pdre/solv p sol inj Flpdre+Flsolv+nec
13309,3236,"IDELVION 2000 UI Pdre/solv p sol inj Flpdre+Flsov+nec | Cip : 3400955022817 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",2000 UI Pdre/solv p sol inj Flpdre+Flsov+nec
13310,3236,"IDELVION 1000 UI Pdre/solv p sol inj Flpdre+Flsov+nec | Cip : 3400955022800 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",1000 UI Pdre/solv p sol inj Flpdre+Flsov+nec
13311,3237,IDHIFA 50 mg Cpr B/30 [AAC] | Cip : 3400959000217 | Statut: Non commercialisé à ce jour,50 mg Cpr B/30 [AAC]
13312,3237,IDHIFA 100 mg Cpr B/30 [AAC] | Cip : 3400959000200 | Statut: Non commercialisé à ce jour,100 mg Cpr B/30 [AAC]
13313,3238,"IDEFIRIX 11 mg Pdr sol dil perf 2Fl | Cip : 3400955082361 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 18 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur, Ne pas congeler) | Statut: Commercialisé",11 mg Pdr sol dil perf 2Fl
13314,3238,"IDEFIRIX 11 mg Pdr sol dil perf Fl | Cip : 3400955082354 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 18 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé",11 mg Pdr sol dil perf Fl
13315,3239,"IDARUBICINE MYLAN 1 mg/ml S perf 1Fl/10ml | Cip : 3400958025662 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Supprimé",1 mg/ml S perf 1Fl/10ml
13316,3239,"IDARUBICINE MYLAN 1 mg/ml S perf 1Fl/5ml | Cip : 3400958025372 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Supprimé",1 mg/ml S perf 1Fl/5ml
13317,3240,ICT01 40 mg/2 ml S perf 1Fl [AAC] | Cip : 3400959009272 | Statut: Non commercialisé à ce jour,01 40 mg/2 ml S perf 1Fl [AAC]
13318,3241,"solution injectable SC ; boîte de 1 flacon de 0,8 ml + 1 seringue + 1 aiguille + 2 tampons d'alcool","40 mg/0,8 ml pour usage pédiatrique"
13319,3241,"solution injectable SC ; boîte de 2 seringues de 0,8 ml + 2 tampons d'alcool",40 mg
13320,3241,"solution injectable SC ; boîte de 2 stylos de 0,8 ml + 2 tampons d'alcool",40 mg
13321,3241,"IDACIO 40 mg S inj en stylo prérempli 2Stylo/0,8 ml [ADP1] | Cip : 3400949501366 ; Modalités de conservation : Avant ouverture : < 25° durant 28 jours, 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Commercialisé","40 mg S inj en stylo prérempli 2Stylo/0,8 ml [ADP1]"
13322,3241,"IDACIO 40 mg/0,8 ml S inj pour usage pédiatrique Fl+Ser+Aig+2Tamp | Cip : 3400930172766 ; Modalités de conservation : Avant ouverture : < 25° durant 28 jours, 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler) | Statut: Supprimé","40 mg/0,8 ml S inj pour usage pédiatrique Fl+Ser+Aig+2Tamp"
13323,3241,"IDACIO 40 mg S inj en stylo prérempli 2Stylo+2Tamp | Cip : 3400930172797 ; Modalités de conservation : Avant ouverture : < 25° durant 28 jours (Conserver à l'abri de la lumière), 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur, Ne pas congeler) | Statut: Commercialisé",40 mg S inj en stylo prérempli 2Stylo+2Tamp
13324,3241,"IDACIO 40 mg S inj en seringue préremplie 2Ser+2Tamp | Cip : 3400930172780 ; Modalités de conservation : Avant ouverture : < 25° durant 28 jours, 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur, Ne pas congeler) | Statut: Commercialisé",40 mg S inj en seringue préremplie 2Ser+2Tamp
13325,3242,"IDARUBICINE ACCORD 5 mg/5 ml S perf Fl/5ml | Cip : 3400955057185 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur, Utiliser immédiatement) | Statut: Commercialisé",5 mg/5 ml S perf Fl/5ml
13326,3242,"IDARUBICINE ACCORD 20 mg/20 ml S perf Fl/20ml | Cip : 3400955057208 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Supprimé",20 mg/20 ml S perf Fl/20ml
13327,3242,"IDARUBICINE ACCORD 10 mg/10 ml S perf Fl/10ml | Cip : 3400955057192 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur) | Statut: Supprimé",10 mg/10 ml S perf Fl/10ml
