id,medicament_id,frequence,effet
1,6,Fréquents (entre 1 à 10 % des cas),douleur musculaire
2,6,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
3,6,Peu fréquents (moins de 1 % des patients),crampes
4,6,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
5,6,Peu fréquents (moins de 1 % des patients),mal de dos
6,6,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
7,6,Peu fréquents (moins de 1 % des patients),digestion difficile
8,6,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
9,6,Peu fréquents (moins de 1 % des patients),nausées
10,6,Peu fréquents (moins de 1 % des patients),douleur abdominale
11,6,Peu fréquents (moins de 1 % des patients),diarrhée
12,6,Peu fréquents (moins de 1 % des patients),ballonnements
13,6,Peu fréquents (moins de 1 % des patients),bouche sèche
14,6,Peu fréquents (moins de 1 % des patients),fatigue
15,6,Peu fréquents (moins de 1 % des patients),malaise
16,6,Peu fréquents (moins de 1 % des patients),gonflement des membres
17,6,Peu fréquents (moins de 1 % des patients),maux de tête
18,6,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
19,6,Peu fréquents (moins de 1 % des patients),éruption cutanée
20,6,Peu fréquents (moins de 1 % des patients),démangeaisons
21,6,Peu fréquents (moins de 1 % des patients),urticaire
22,6,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
23,6,Rares,troubles visuels
24,6,Rares,gynécomastie
25,6,Rares,réaction allergique.
26,6,De fréquence indéterminée,étourdissements
27,6,De fréquence indéterminée,essoufflement
28,6,De fréquence indéterminée,perte de l'appétit
29,6,De fréquence indéterminée,bouffées de chaleur
30,6,De fréquence indéterminée,troubles de la mémoire
31,6,De fréquence indéterminée,faiblesse musculaire persistante
32,6,De fréquence indéterminée,voire toxicité musculaire
33,6,De fréquence indéterminée,pancréatite
34,6,De fréquence indéterminée,hépatite
35,6,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
36,6,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
37,6,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
38,6,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
39,7,Fréquents (entre 1 à 10 % des cas),douleur musculaire
40,7,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
41,7,Peu fréquents (moins de 1 % des patients),crampes
42,7,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
43,7,Peu fréquents (moins de 1 % des patients),mal de dos
44,7,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
45,7,Peu fréquents (moins de 1 % des patients),digestion difficile
46,7,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
47,7,Peu fréquents (moins de 1 % des patients),nausées
48,7,Peu fréquents (moins de 1 % des patients),douleur abdominale
49,7,Peu fréquents (moins de 1 % des patients),diarrhée
50,7,Peu fréquents (moins de 1 % des patients),ballonnements
51,7,Peu fréquents (moins de 1 % des patients),bouche sèche
52,7,Peu fréquents (moins de 1 % des patients),fatigue
53,7,Peu fréquents (moins de 1 % des patients),malaise
54,7,Peu fréquents (moins de 1 % des patients),gonflement des membres
55,7,Peu fréquents (moins de 1 % des patients),maux de tête
56,7,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
57,7,Peu fréquents (moins de 1 % des patients),éruption cutanée
58,7,Peu fréquents (moins de 1 % des patients),démangeaisons
59,7,Peu fréquents (moins de 1 % des patients),urticaire
60,7,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
61,7,Rares,troubles visuels
62,7,Rares,gynécomastie
63,7,Rares,réaction allergique.
64,7,De fréquence indéterminée,étourdissements
65,7,De fréquence indéterminée,essoufflement
66,7,De fréquence indéterminée,perte de l'appétit
67,7,De fréquence indéterminée,bouffées de chaleur
68,7,De fréquence indéterminée,troubles de la mémoire
69,7,De fréquence indéterminée,faiblesse musculaire persistante
70,7,De fréquence indéterminée,voire toxicité musculaire
71,7,De fréquence indéterminée,pancréatite
72,7,De fréquence indéterminée,hépatite
73,7,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
74,7,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
75,7,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
76,7,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
77,8,Fréquents (entre 1 à 10 % des cas),douleur musculaire
78,8,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
79,8,Peu fréquents (moins de 1 % des patients),crampes
80,8,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
81,8,Peu fréquents (moins de 1 % des patients),mal de dos
82,8,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
83,8,Peu fréquents (moins de 1 % des patients),digestion difficile
84,8,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
85,8,Peu fréquents (moins de 1 % des patients),nausées
86,8,Peu fréquents (moins de 1 % des patients),douleur abdominale
87,8,Peu fréquents (moins de 1 % des patients),diarrhée
88,8,Peu fréquents (moins de 1 % des patients),ballonnements
89,8,Peu fréquents (moins de 1 % des patients),bouche sèche
90,8,Peu fréquents (moins de 1 % des patients),fatigue
91,8,Peu fréquents (moins de 1 % des patients),malaise
92,8,Peu fréquents (moins de 1 % des patients),gonflement des membres
93,8,Peu fréquents (moins de 1 % des patients),maux de tête
94,8,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
95,8,Peu fréquents (moins de 1 % des patients),éruption cutanée
96,8,Peu fréquents (moins de 1 % des patients),démangeaisons
97,8,Peu fréquents (moins de 1 % des patients),urticaire
98,8,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
99,8,Rares,troubles visuels
100,8,Rares,gynécomastie
101,8,Rares,réaction allergique.
102,8,De fréquence indéterminée,étourdissements
103,8,De fréquence indéterminée,essoufflement
104,8,De fréquence indéterminée,perte de l'appétit
105,8,De fréquence indéterminée,bouffées de chaleur
106,8,De fréquence indéterminée,troubles de la mémoire
107,8,De fréquence indéterminée,faiblesse musculaire persistante
108,8,De fréquence indéterminée,voire toxicité musculaire
109,8,De fréquence indéterminée,pancréatite
110,8,De fréquence indéterminée,hépatite
111,8,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
112,8,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
113,8,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
114,8,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
115,10,Peu fréquents (moins de 1 % des patients),crampes
116,10,Peu fréquents (moins de 1 % des patients),douleurs articulaires
117,10,Peu fréquents (moins de 1 % des patients),musculaires ou cervicales
118,10,Peu fréquents (moins de 1 % des patients),mal de dos
119,10,Peu fréquents (moins de 1 % des patients),faiblesse
120,10,Peu fréquents (moins de 1 % des patients),digestion difficile
121,10,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
122,10,Peu fréquents (moins de 1 % des patients),nausées douleur abdominale
123,10,Peu fréquents (moins de 1 % des patients),diarrhée
124,10,Peu fréquents (moins de 1 % des patients),ballonnements
125,10,Peu fréquents (moins de 1 % des patients),bouche sèche
126,10,Peu fréquents (moins de 1 % des patients),fatigue
127,10,Peu fréquents (moins de 1 % des patients),malaise
128,10,Peu fréquents (moins de 1 % des patients),gonflement des membres
129,10,Peu fréquents (moins de 1 % des patients),maux de tête
130,10,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
131,10,Peu fréquents (moins de 1 % des patients),démangeaisons
132,10,Peu fréquents (moins de 1 % des patients),éruption cutanée
133,10,Peu fréquents (moins de 1 % des patients),urticaire
134,10,Peu fréquents (moins de 1 % des patients),troubles du sommeil
135,10,Peu fréquents (moins de 1 % des patients),augmentation des transaminases.
136,10,De fréquence indéterminée,étourdissements
137,10,De fréquence indéterminée,essoufflement
138,10,De fréquence indéterminée,perte de l'appétit
139,10,De fréquence indéterminée,bouffées de chaleur
140,10,De fréquence indéterminée,troubles de la mémoire
141,10,De fréquence indéterminée,faiblesse musculaire persistante
142,10,De fréquence indéterminée,voire toxicité musculaire
143,10,De fréquence indéterminée,réaction allergique
144,10,De fréquence indéterminée,hépatite (voir Attention).
145,11,Fréquents (entre 1 à 10 % des cas),douleur musculaire
146,11,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
147,11,Peu fréquents (moins de 1 % des patients),crampes
148,11,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
149,11,Peu fréquents (moins de 1 % des patients),mal de dos
150,11,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
151,11,Peu fréquents (moins de 1 % des patients),digestion difficile
152,11,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
153,11,Peu fréquents (moins de 1 % des patients),nausées
154,11,Peu fréquents (moins de 1 % des patients),douleur abdominale
155,11,Peu fréquents (moins de 1 % des patients),diarrhée
156,11,Peu fréquents (moins de 1 % des patients),ballonnements
157,11,Peu fréquents (moins de 1 % des patients),bouche sèche
158,11,Peu fréquents (moins de 1 % des patients),fatigue
159,11,Peu fréquents (moins de 1 % des patients),malaise
160,11,Peu fréquents (moins de 1 % des patients),gonflement des membres
161,11,Peu fréquents (moins de 1 % des patients),maux de tête
162,11,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
163,11,Peu fréquents (moins de 1 % des patients),éruption cutanée
164,11,Peu fréquents (moins de 1 % des patients),démangeaisons
165,11,Peu fréquents (moins de 1 % des patients),urticaire
166,11,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
167,11,Rares,troubles visuels
168,11,Rares,gynécomastie
169,11,Rares,réaction allergique.
170,11,De fréquence indéterminée,étourdissements
171,11,De fréquence indéterminée,essoufflement
172,11,De fréquence indéterminée,perte de l'appétit
173,11,De fréquence indéterminée,bouffées de chaleur
174,11,De fréquence indéterminée,troubles de la mémoire
175,11,De fréquence indéterminée,faiblesse musculaire persistante
176,11,De fréquence indéterminée,voire toxicité musculaire
177,11,De fréquence indéterminée,pancréatite
178,11,De fréquence indéterminée,hépatite
179,11,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
180,11,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
181,11,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
182,11,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
183,12,Fréquents (entre 1 à 10 % des cas),douleur musculaire
184,12,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
185,12,Peu fréquents (moins de 1 % des patients),crampes
186,12,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
187,12,Peu fréquents (moins de 1 % des patients),mal de dos
188,12,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
189,12,Peu fréquents (moins de 1 % des patients),digestion difficile
190,12,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
191,12,Peu fréquents (moins de 1 % des patients),nausées
192,12,Peu fréquents (moins de 1 % des patients),douleur abdominale
193,12,Peu fréquents (moins de 1 % des patients),diarrhée
194,12,Peu fréquents (moins de 1 % des patients),ballonnements
195,12,Peu fréquents (moins de 1 % des patients),bouche sèche
196,12,Peu fréquents (moins de 1 % des patients),fatigue
197,12,Peu fréquents (moins de 1 % des patients),malaise
198,12,Peu fréquents (moins de 1 % des patients),gonflement des membres
199,12,Peu fréquents (moins de 1 % des patients),maux de tête
200,12,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
201,12,Peu fréquents (moins de 1 % des patients),éruption cutanée
202,12,Peu fréquents (moins de 1 % des patients),démangeaisons
203,12,Peu fréquents (moins de 1 % des patients),urticaire
204,12,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
205,12,Rares,troubles visuels
206,12,Rares,gynécomastie
207,12,Rares,réaction allergique.
208,12,De fréquence indéterminée,étourdissements
209,12,De fréquence indéterminée,essoufflement
210,12,De fréquence indéterminée,perte de l'appétit
211,12,De fréquence indéterminée,bouffées de chaleur
212,12,De fréquence indéterminée,troubles de la mémoire
213,12,De fréquence indéterminée,faiblesse musculaire persistante
214,12,De fréquence indéterminée,voire toxicité musculaire
215,12,De fréquence indéterminée,pancréatite
216,12,De fréquence indéterminée,hépatite
217,12,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
218,12,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
219,12,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
220,12,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
221,13,Fréquents (entre 1 à 10 % des cas),douleur musculaire
222,13,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
223,13,Peu fréquents (moins de 1 % des patients),crampes
224,13,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
225,13,Peu fréquents (moins de 1 % des patients),mal de dos
226,13,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
227,13,Peu fréquents (moins de 1 % des patients),digestion difficile
228,13,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
229,13,Peu fréquents (moins de 1 % des patients),nausées
230,13,Peu fréquents (moins de 1 % des patients),douleur abdominale
231,13,Peu fréquents (moins de 1 % des patients),diarrhée
232,13,Peu fréquents (moins de 1 % des patients),ballonnements
233,13,Peu fréquents (moins de 1 % des patients),bouche sèche
234,13,Peu fréquents (moins de 1 % des patients),fatigue
235,13,Peu fréquents (moins de 1 % des patients),malaise
236,13,Peu fréquents (moins de 1 % des patients),gonflement des membres
237,13,Peu fréquents (moins de 1 % des patients),maux de tête
238,13,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
239,13,Peu fréquents (moins de 1 % des patients),éruption cutanée
240,13,Peu fréquents (moins de 1 % des patients),démangeaisons
241,13,Peu fréquents (moins de 1 % des patients),urticaire
242,13,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
243,13,Rares,troubles visuels
244,13,Rares,gynécomastie
245,13,Rares,réaction allergique.
246,13,De fréquence indéterminée,étourdissements
247,13,De fréquence indéterminée,essoufflement
248,13,De fréquence indéterminée,perte de l'appétit
249,13,De fréquence indéterminée,bouffées de chaleur
250,13,De fréquence indéterminée,troubles de la mémoire
251,13,De fréquence indéterminée,faiblesse musculaire persistante
252,13,De fréquence indéterminée,voire toxicité musculaire
253,13,De fréquence indéterminée,pancréatite
254,13,De fréquence indéterminée,hépatite
255,13,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
256,13,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
257,13,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
258,13,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
259,14,Fréquents (entre 1 à 10 % des cas),douleur musculaire
260,14,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
261,14,Peu fréquents (moins de 1 % des patients),crampes
262,14,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
263,14,Peu fréquents (moins de 1 % des patients),mal de dos
264,14,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
265,14,Peu fréquents (moins de 1 % des patients),digestion difficile
266,14,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
267,14,Peu fréquents (moins de 1 % des patients),nausées
268,14,Peu fréquents (moins de 1 % des patients),douleur abdominale
269,14,Peu fréquents (moins de 1 % des patients),diarrhée
270,14,Peu fréquents (moins de 1 % des patients),ballonnements
271,14,Peu fréquents (moins de 1 % des patients),bouche sèche
272,14,Peu fréquents (moins de 1 % des patients),fatigue
273,14,Peu fréquents (moins de 1 % des patients),malaise
274,14,Peu fréquents (moins de 1 % des patients),gonflement des membres
275,14,Peu fréquents (moins de 1 % des patients),maux de tête
276,14,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
277,14,Peu fréquents (moins de 1 % des patients),éruption cutanée
278,14,Peu fréquents (moins de 1 % des patients),démangeaisons
279,14,Peu fréquents (moins de 1 % des patients),urticaire
280,14,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
281,14,Rares,troubles visuels
282,14,Rares,gynécomastie
283,14,Rares,réaction allergique.
284,14,De fréquence indéterminée,étourdissements
285,14,De fréquence indéterminée,essoufflement
286,14,De fréquence indéterminée,perte de l'appétit
287,14,De fréquence indéterminée,bouffées de chaleur
288,14,De fréquence indéterminée,troubles de la mémoire
289,14,De fréquence indéterminée,faiblesse musculaire persistante
290,14,De fréquence indéterminée,voire toxicité musculaire
291,14,De fréquence indéterminée,pancréatite
292,14,De fréquence indéterminée,hépatite
293,14,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
294,14,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
295,14,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
296,14,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
297,15,Fréquents (entre 1 à 10 % des cas),douleur musculaire
298,15,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
299,15,Peu fréquents (moins de 1 % des cas),crampes
300,15,Peu fréquents (moins de 1 % des cas),douleurs articulaires ou cervicales
301,15,Peu fréquents (moins de 1 % des cas),mal de dos
302,15,Peu fréquents (moins de 1 % des cas),faiblesse musculaire
303,15,Peu fréquents (moins de 1 % des cas),digestion difficile
304,15,Peu fréquents (moins de 1 % des cas),brûlures d'estomac
305,15,Peu fréquents (moins de 1 % des cas),nausées
306,15,Peu fréquents (moins de 1 % des cas),douleur abdominale
307,15,Peu fréquents (moins de 1 % des cas),diarrhée
308,15,Peu fréquents (moins de 1 % des cas),ballonnements
309,15,Peu fréquents (moins de 1 % des cas),bouche sèche
310,15,Peu fréquents (moins de 1 % des cas),fatigue
311,15,Peu fréquents (moins de 1 % des cas),malaise
312,15,Peu fréquents (moins de 1 % des cas),gonflement des membres
313,15,Peu fréquents (moins de 1 % des cas),maux de tête
314,15,Peu fréquents (moins de 1 % des cas),fourmillements des extrémités
315,15,Peu fréquents (moins de 1 % des cas),éruption cutanée
316,15,Peu fréquents (moins de 1 % des cas),démangeaisons
317,15,Peu fréquents (moins de 1 % des cas),urticaire
318,15,Peu fréquents (moins de 1 % des cas),troubles du sommeil.
319,15,Rares,troubles visuels
320,15,Rares,gynécomastie
321,15,Rares,réaction allergique.
322,15,De fréquence indéterminée,étourdissements
323,15,De fréquence indéterminée,essoufflement
324,15,De fréquence indéterminée,perte de l'appétit
325,15,De fréquence indéterminée,bouffées de chaleur
326,15,De fréquence indéterminée,troubles de la mémoire
327,15,De fréquence indéterminée,faiblesse musculaire persistante
328,15,De fréquence indéterminée,voire toxicité musculaire
329,15,De fréquence indéterminée,pancréatite
330,15,De fréquence indéterminée,hépatite
331,15,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
332,15,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
333,15,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
334,15,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
335,16,Fréquents (entre 1 à 10 % des cas),douleur musculaire
336,16,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
337,16,Peu fréquents (moins de 1 % des patients),crampes
338,16,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
339,16,Peu fréquents (moins de 1 % des patients),mal de dos
340,16,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
341,16,Peu fréquents (moins de 1 % des patients),digestion difficile
342,16,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
343,16,Peu fréquents (moins de 1 % des patients),nausées
344,16,Peu fréquents (moins de 1 % des patients),douleur abdominale
345,16,Peu fréquents (moins de 1 % des patients),diarrhée
346,16,Peu fréquents (moins de 1 % des patients),ballonnements
347,16,Peu fréquents (moins de 1 % des patients),bouche sèche
348,16,Peu fréquents (moins de 1 % des patients),fatigue
349,16,Peu fréquents (moins de 1 % des patients),malaise
350,16,Peu fréquents (moins de 1 % des patients),gonflement des membres
351,16,Peu fréquents (moins de 1 % des patients),maux de tête
352,16,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
353,16,Peu fréquents (moins de 1 % des patients),éruption cutanée
354,16,Peu fréquents (moins de 1 % des patients),démangeaisons
355,16,Peu fréquents (moins de 1 % des patients),urticaire
356,16,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
357,16,Rares,troubles visuels
358,16,Rares,gynécomastie
359,16,Rares,réaction allergique.
360,16,De fréquence indéterminée,étourdissements
361,16,De fréquence indéterminée,essoufflement
362,16,De fréquence indéterminée,perte de l'appétit
363,16,De fréquence indéterminée,bouffées de chaleur
364,16,De fréquence indéterminée,troubles de la mémoire
365,16,De fréquence indéterminée,faiblesse musculaire persistante
366,16,De fréquence indéterminée,voire toxicité musculaire
367,16,De fréquence indéterminée,pancréatite
368,16,De fréquence indéterminée,hépatite
369,16,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
370,16,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
371,16,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
372,16,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
373,17,Fréquents (entre 1 à 10 % des cas),douleur musculaire
374,17,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
375,17,Peu fréquents (moins de 1 % des patients),crampes
376,17,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
377,17,Peu fréquents (moins de 1 % des patients),mal de dos
378,17,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
379,17,Peu fréquents (moins de 1 % des patients),digestion difficile
380,17,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
381,17,Peu fréquents (moins de 1 % des patients),nausées
382,17,Peu fréquents (moins de 1 % des patients),douleur abdominale
383,17,Peu fréquents (moins de 1 % des patients),diarrhée
384,17,Peu fréquents (moins de 1 % des patients),ballonnements
385,17,Peu fréquents (moins de 1 % des patients),bouche sèche
386,17,Peu fréquents (moins de 1 % des patients),fatigue
387,17,Peu fréquents (moins de 1 % des patients),malaise
388,17,Peu fréquents (moins de 1 % des patients),gonflement des membres
389,17,Peu fréquents (moins de 1 % des patients),maux de tête
390,17,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
391,17,Peu fréquents (moins de 1 % des patients),éruption cutanée
392,17,Peu fréquents (moins de 1 % des patients),démangeaisons
393,17,Peu fréquents (moins de 1 % des patients),urticaire
394,17,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
395,17,Rares,troubles visuels
396,17,Rares,gynécomastie
397,17,Rares,réaction allergique.
398,17,De fréquence indéterminée,étourdissements
399,17,De fréquence indéterminée,essoufflement
400,17,De fréquence indéterminée,perte de l'appétit
401,17,De fréquence indéterminée,bouffées de chaleur
402,17,De fréquence indéterminée,troubles de la mémoire
403,17,De fréquence indéterminée,faiblesse musculaire persistante
404,17,De fréquence indéterminée,voire toxicité musculaire
405,17,De fréquence indéterminée,pancréatite
406,17,De fréquence indéterminée,hépatite
407,17,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
408,17,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
409,17,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
410,17,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
411,18,Fréquents (entre 1 à 10 % des cas),douleur musculaire
412,18,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
413,18,Peu fréquents (moins de 1 % des patients),crampes
414,18,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
415,18,Peu fréquents (moins de 1 % des patients),mal de dos
416,18,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
417,18,Peu fréquents (moins de 1 % des patients),digestion difficile
418,18,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
419,18,Peu fréquents (moins de 1 % des patients),nausées
420,18,Peu fréquents (moins de 1 % des patients),douleur abdominale
421,18,Peu fréquents (moins de 1 % des patients),diarrhée
422,18,Peu fréquents (moins de 1 % des patients),ballonnements
423,18,Peu fréquents (moins de 1 % des patients),bouche sèche
424,18,Peu fréquents (moins de 1 % des patients),fatigue
425,18,Peu fréquents (moins de 1 % des patients),malaise
426,18,Peu fréquents (moins de 1 % des patients),gonflement des membres
427,18,Peu fréquents (moins de 1 % des patients),maux de tête
428,18,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
429,18,Peu fréquents (moins de 1 % des patients),éruption cutanée
430,18,Peu fréquents (moins de 1 % des patients),démangeaisons
431,18,Peu fréquents (moins de 1 % des patients),urticaire
432,18,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
433,18,Rares,troubles visuels
434,18,Rares,gynécomastie
435,18,Rares,réaction allergique.
436,18,De fréquence indéterminée,étourdissements
437,18,De fréquence indéterminée,essoufflement
438,18,De fréquence indéterminée,perte de l'appétit
439,18,De fréquence indéterminée,bouffées de chaleur
440,18,De fréquence indéterminée,troubles de la mémoire
441,18,De fréquence indéterminée,faiblesse musculaire persistante
442,18,De fréquence indéterminée,voire toxicité musculaire
443,18,De fréquence indéterminée,pancréatite
444,18,De fréquence indéterminée,hépatite
445,18,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
446,18,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
447,18,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
448,18,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
449,19,Fréquents (entre 1 à 10 % des cas),douleur musculaire
450,19,Fréquents (entre 1 à 10 % des cas),augmentation des transaminases.
451,19,Peu fréquents (moins de 1 % des patients),crampes
452,19,Peu fréquents (moins de 1 % des patients),douleurs articulaires ou cervicales
453,19,Peu fréquents (moins de 1 % des patients),mal de dos
454,19,Peu fréquents (moins de 1 % des patients),faiblesse musculaire
455,19,Peu fréquents (moins de 1 % des patients),digestion difficile
456,19,Peu fréquents (moins de 1 % des patients),brûlures d'estomac
457,19,Peu fréquents (moins de 1 % des patients),nausées
458,19,Peu fréquents (moins de 1 % des patients),douleur abdominale
459,19,Peu fréquents (moins de 1 % des patients),diarrhée
460,19,Peu fréquents (moins de 1 % des patients),ballonnements
461,19,Peu fréquents (moins de 1 % des patients),bouche sèche
462,19,Peu fréquents (moins de 1 % des patients),fatigue
463,19,Peu fréquents (moins de 1 % des patients),malaise
464,19,Peu fréquents (moins de 1 % des patients),gonflement des membres
465,19,Peu fréquents (moins de 1 % des patients),maux de tête
466,19,Peu fréquents (moins de 1 % des patients),fourmillements des extrémités
467,19,Peu fréquents (moins de 1 % des patients),éruption cutanée
468,19,Peu fréquents (moins de 1 % des patients),démangeaisons
469,19,Peu fréquents (moins de 1 % des patients),urticaire
470,19,Peu fréquents (moins de 1 % des patients),troubles du sommeil.
471,19,Rares,troubles visuels
472,19,Rares,gynécomastie
473,19,Rares,réaction allergique.
474,19,De fréquence indéterminée,étourdissements
475,19,De fréquence indéterminée,essoufflement
476,19,De fréquence indéterminée,perte de l'appétit
477,19,De fréquence indéterminée,bouffées de chaleur
478,19,De fréquence indéterminée,troubles de la mémoire
479,19,De fréquence indéterminée,faiblesse musculaire persistante
480,19,De fréquence indéterminée,voire toxicité musculaire
481,19,De fréquence indéterminée,pancréatite
482,19,De fréquence indéterminée,hépatite
483,19,De fréquence indéterminée,atteinte pulmonaire (voir Attention).
484,19,D'autres effets indésirables ont également été rapportés avec certaines statines,cauchemars
485,19,D'autres effets indésirables ont également été rapportés avec certaines statines,troubles sexuels
486,19,D'autres effets indésirables ont également été rapportés avec certaines statines,diabète.
487,20,Fréquents (1 % à 10 % des patients),diarrhée
488,20,Fréquents (1 % à 10 % des patients),douleurs musculaires.
489,20,Peu fréquents (moins de 1 % des patients),douleurs abdominales
490,20,Peu fréquents (moins de 1 % des patients),constipation
491,20,Peu fréquents (moins de 1 % des patients),ballonnements
492,20,Peu fréquents (moins de 1 % des patients),digestion difficile
493,20,Peu fréquents (moins de 1 % des patients),nausées
494,20,Peu fréquents (moins de 1 % des patients),dépression
