id,medicament_id,frequence,effet
72318,5161,Fréquents (1 à 10 % des personnes),fatigue
72319,5161,Fréquents (1 à 10 % des personnes),polypes bénins dans l'estomac
72320,5161,Fréquents (1 à 10 % des personnes),augmentation des transaminases.
72321,5161,Peu fréquents (moins de 1 % des personnes),dépression
72322,5161,Peu fréquents (moins de 1 % des personnes),douleurs articulaires ou musculaires
72323,5161,Peu fréquents (moins de 1 % des personnes),anomalies de la numération formule sanguine.
72324,5161,"Rares (moins de 0,1 % des personnes)",anémie
72325,5161,"Rares (moins de 0,1 % des personnes)",vertiges
72326,5161,"Rares (moins de 0,1 % des personnes)",fourmillement des extrémités
72327,5161,"Rares (moins de 0,1 % des personnes)",somnolence
72328,5161,"Rares (moins de 0,1 % des personnes)",tremblements
72329,5161,"Rares (moins de 0,1 % des personnes)",vision trouble
72330,5161,"Rares (moins de 0,1 % des personnes)",altération du goût
72331,5161,"Rares (moins de 0,1 % des personnes)",chute de cheveux
72332,5161,"Rares (moins de 0,1 % des personnes)",photosensibilité
72333,5161,"Rares (moins de 0,1 % des personnes)",augmentation du volume des seins chez l'homme (gynécomastie)
72334,5161,"Rares (moins de 0,1 % des personnes)",altération du fonctionnement du rein
72335,5161,"Rares (moins de 0,1 % des personnes)",jaunisse
72336,5161,"Rares (moins de 0,1 % des personnes)",hépatite.
72337,5161,"Très rares (moins de 0,01 % des personnes)",colite
72338,5161,"Très rares (moins de 0,01 % des personnes)",augmentation des lipides dans le sang (cholestérol
72339,5161,"Très rares (moins de 0,01 % des personnes)",triglycérides)
72340,5161,"Très rares (moins de 0,01 % des personnes)",réaction allergique (œdème de Quincke
72341,5161,"Très rares (moins de 0,01 % des personnes)",choc)
72342,5161,"Très rares (moins de 0,01 % des personnes)",éruption cutanée potentiellement grave.
72343,5161,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72344,5162,Fréquents,diarrhée ou constipation
72345,5162,Fréquents,nausées
72346,5162,Fréquents,vomissements
72347,5162,Fréquents,douleurs abdominales
72348,5162,Fréquents,bouche sèche
72349,5162,Fréquents,maux de tête
72350,5162,Fréquents,étourdissements
72351,5162,Fréquents,rougeur cutanée
72352,5162,Fréquents,démangeaisons
72353,5162,Fréquents,fatigue
72354,5162,Fréquents,polypes bénins dans l'estomac
72355,5162,Fréquents,augmentation des transaminases.
72356,5162,Peu fréquents,dépression
72357,5162,Peu fréquents,douleurs articulaires ou musculaires
72358,5162,Peu fréquents,anomalies de la numération formule sanguine.
72359,5162,Rares,anémie
72360,5162,Rares,vertiges
72361,5162,Rares,fourmillement des extrémités
72362,5162,Rares,somnolence
72363,5162,Rares,tremblements
72364,5162,Rares,vision trouble
72365,5162,Rares,pertubation du goût
72366,5162,Rares,chute de cheveux
72367,5162,Rares,photosensibilité
72368,5162,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72369,5162,Rares,altération du fonctionnement du rein
72370,5162,Rares,jaunisse
72371,5162,Rares,hépatite.
72372,5162,Très rares,colite
72373,5162,Très rares,augmentation des lipides dans le sang (cholestérol
72374,5162,Très rares,triglycérides)
72375,5162,Très rares,réaction allergique (œdème de Quincke
72376,5162,Très rares,choc)
72377,5162,Très rares,éruption cutanée potentiellement grave.
72378,5162,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72379,5163,Fréquents,diarrhée ou constipation
72380,5163,Fréquents,nausées
72381,5163,Fréquents,vomissements
72382,5163,Fréquents,douleurs abdominales
72383,5163,Fréquents,bouche sèche
72384,5163,Fréquents,maux de tête
72385,5163,Fréquents,étourdissements
72386,5163,Fréquents,rougeur cutanée
72387,5163,Fréquents,démangeaisons
72388,5163,Fréquents,fatigue
72389,5163,Fréquents,polypes bénins dans l'estomac
72390,5163,Fréquents,augmentation des transaminases.
72391,5163,Peu fréquents,dépression
72392,5163,Peu fréquents,douleurs articulaires ou musculaires
72393,5163,Peu fréquents,anomalies de la numération formule sanguine.
72394,5163,Rares,anémie
72395,5163,Rares,vertiges
72396,5163,Rares,fourmillement des extrémités
72397,5163,Rares,somnolence
72398,5163,Rares,tremblements
72399,5163,Rares,vision trouble
72400,5163,Rares,pertubation du goût
72401,5163,Rares,chute de cheveux
72402,5163,Rares,photosensibilité
72403,5163,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72404,5163,Rares,altération du fonctionnement du rein
72405,5163,Rares,jaunisse
72406,5163,Rares,hépatite.
72407,5163,Très rares,colite
72408,5163,Très rares,augmentation des lipides dans le sang (cholestérol
72409,5163,Très rares,triglycérides)
72410,5163,Très rares,réaction allergique (œdème de Quincke
72411,5163,Très rares,choc)
72412,5163,Très rares,éruption cutanée potentiellement grave.
72413,5163,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72414,5164,Fréquents,diarrhée ou constipation
72415,5164,Fréquents,nausées
72416,5164,Fréquents,vomissements
72417,5164,Fréquents,douleurs abdominales
72418,5164,Fréquents,bouche sèche
72419,5164,Fréquents,maux de tête
72420,5164,Fréquents,étourdissements
72421,5164,Fréquents,rougeur cutanée
72422,5164,Fréquents,démangeaisons
72423,5164,Fréquents,fatigue
72424,5164,Fréquents,polypes bénins dans l'estomac
72425,5164,Fréquents,augmentation des transaminases.
72426,5164,Peu fréquents,dépression
72427,5164,Peu fréquents,douleurs articulaires ou musculaires
72428,5164,Peu fréquents,anomalies de la numération formule sanguine.
72429,5164,Rares,anémie
72430,5164,Rares,vertiges
72431,5164,Rares,fourmillement des extrémités
72432,5164,Rares,somnolence
72433,5164,Rares,tremblements
72434,5164,Rares,vision trouble
72435,5164,Rares,pertubation du goût
72436,5164,Rares,chute de cheveux
72437,5164,Rares,photosensibilité
72438,5164,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72439,5164,Rares,altération du fonctionnement du rein
72440,5164,Rares,jaunisse
72441,5164,Rares,hépatite.
72442,5164,Très rares,colite
72443,5164,Très rares,augmentation des lipides dans le sang (cholestérol
72444,5164,Très rares,triglycérides)
72445,5164,Très rares,réaction allergique (œdème de Quincke
72446,5164,Très rares,choc)
72447,5164,Très rares,éruption cutanée potentiellement grave.
72448,5164,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72449,5165,Fréquents (1 à 10 % des personnes),diarrhée ou constipation
72450,5165,Fréquents (1 à 10 % des personnes),nausées
72451,5165,Fréquents (1 à 10 % des personnes),vomissements
72452,5165,Fréquents (1 à 10 % des personnes),douleurs abdominales
72453,5165,Fréquents (1 à 10 % des personnes),bouche sèche
72454,5165,Fréquents (1 à 10 % des personnes),maux de tête
72455,5165,Fréquents (1 à 10 % des personnes),étourdissements
72456,5165,Fréquents (1 à 10 % des personnes),rougeur cutanée
72457,5165,Fréquents (1 à 10 % des personnes),démangeaisons
72458,5165,Fréquents (1 à 10 % des personnes),fatigue
72459,5165,Fréquents (1 à 10 % des personnes),polypes bénins dans l'estomac
72460,5165,Fréquents (1 à 10 % des personnes),augmentation des transaminases.
72461,5165,"Peu fréquents (0,1 à 1 % des personnes)",dépression
72462,5165,"Peu fréquents (0,1 à 1 % des personnes)",douleurs articulaires ou musculaires
72463,5165,"Peu fréquents (0,1 à 1 % des personnes)",anomalies de la numération formule sanguine.
72464,5165,"Rares (0,01 à 0,1 % des personnes)",anémie
72465,5165,"Rares (0,01 à 0,1 % des personnes)",vertiges
72466,5165,"Rares (0,01 à 0,1 % des personnes)",fourmillement des extrémités
72467,5165,"Rares (0,01 à 0,1 % des personnes)",somnolence
72468,5165,"Rares (0,01 à 0,1 % des personnes)",tremblements
72469,5165,"Rares (0,01 à 0,1 % des personnes)",vision trouble
72470,5165,"Rares (0,01 à 0,1 % des personnes)",perturbation du goût
72471,5165,"Rares (0,01 à 0,1 % des personnes)",chute de cheveux
72472,5165,"Rares (0,01 à 0,1 % des personnes)",photosensibilité
72473,5165,"Rares (0,01 à 0,1 % des personnes)",augmentation du volume des seins chez l'homme (gynécomastie)
72474,5165,"Rares (0,01 à 0,1 % des personnes)",altération du fonctionnement du rein
72475,5165,"Rares (0,01 à 0,1 % des personnes)",jaunisse
72476,5165,"Rares (0,01 à 0,1 % des personnes)",hépatite.
72477,5165,"Très rares (moins de 0,01 % des personnes)",colite
72478,5165,"Très rares (moins de 0,01 % des personnes)",augmentation des lipides dans le sang (cholestérol
72479,5165,"Très rares (moins de 0,01 % des personnes)",triglycérides)
72480,5165,"Très rares (moins de 0,01 % des personnes)",réaction allergique (œdème de Quincke
72481,5165,"Très rares (moins de 0,01 % des personnes)",choc)
72482,5165,"Très rares (moins de 0,01 % des personnes)",réaction cutanée grave.
72483,5165,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72484,5166,Fréquents,diarrhée ou constipation
72485,5166,Fréquents,nausées
72486,5166,Fréquents,vomissements
72487,5166,Fréquents,douleurs abdominales
72488,5166,Fréquents,bouche sèche
72489,5166,Fréquents,maux de tête
72490,5166,Fréquents,étourdissements
72491,5166,Fréquents,rougeur cutanée
72492,5166,Fréquents,démangeaisons
72493,5166,Fréquents,fatigue
72494,5166,Fréquents,polypes bénins dans l'estomac
72495,5166,Fréquents,augmentation des transaminases.
72496,5166,Peu fréquents,dépression
72497,5166,Peu fréquents,douleurs articulaires ou musculaires
72498,5166,Peu fréquents,anomalies de la numération formule sanguine.
72499,5166,Rares,anémie
72500,5166,Rares,vertiges
72501,5166,Rares,fourmillement des extrémités
72502,5166,Rares,somnolence
72503,5166,Rares,tremblements
72504,5166,Rares,vision trouble
72505,5166,Rares,pertubation du goût
72506,5166,Rares,chute de cheveux
72507,5166,Rares,photosensibilité
72508,5166,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72509,5166,Rares,altération du fonctionnement du rein
72510,5166,Rares,jaunisse
72511,5166,Rares,hépatite.
72512,5166,Très rares,colite
72513,5166,Très rares,augmentation des lipides dans le sang (cholestérol
72514,5166,Très rares,triglycérides)
72515,5166,Très rares,réaction allergique (œdème de Quincke
72516,5166,Très rares,choc)
72517,5166,Très rares,éruption cutanée potentiellement grave.
72518,5166,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72519,5167,Fréquents,diarrhée ou constipation
72520,5167,Fréquents,nausées
72521,5167,Fréquents,vomissements
72522,5167,Fréquents,douleurs abdominales
72523,5167,Fréquents,bouche sèche
72524,5167,Fréquents,maux de tête
72525,5167,Fréquents,étourdissements
72526,5167,Fréquents,rougeur cutanée
72527,5167,Fréquents,démangeaisons
72528,5167,Fréquents,fatigue
72529,5167,Fréquents,polypes bénins dans l'estomac
72530,5167,Fréquents,augmentation des transaminases.
72531,5167,Peu fréquents,dépression
72532,5167,Peu fréquents,douleurs articulaires ou musculaires
72533,5167,Peu fréquents,anomalies de la numération formule sanguine.
72534,5167,Rares,anémie
72535,5167,Rares,vertiges
72536,5167,Rares,fourmillement des extrémités
72537,5167,Rares,somnolence
72538,5167,Rares,tremblements
72539,5167,Rares,vision trouble
72540,5167,Rares,pertubation du goût
72541,5167,Rares,chute de cheveux
72542,5167,Rares,photosensibilité
72543,5167,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72544,5167,Rares,altération du fonctionnement du rein
72545,5167,Rares,jaunisse
72546,5167,Rares,hépatite.
72547,5167,Très rares,colite
72548,5167,Très rares,augmentation des lipides dans le sang (cholestérol
72549,5167,Très rares,triglycérides)
72550,5167,Très rares,réaction allergique (œdème de Quincke
72551,5167,Très rares,choc)
72552,5167,Très rares,éruption cutanée potentiellement grave.
72553,5167,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72554,5168,Fréquents,diarrhée ou constipation
72555,5168,Fréquents,nausées
72556,5168,Fréquents,vomissements
72557,5168,Fréquents,douleurs abdominales
72558,5168,Fréquents,bouche sèche
72559,5168,Fréquents,maux de tête
72560,5168,Fréquents,étourdissements
72561,5168,Fréquents,rougeur cutanée
72562,5168,Fréquents,démangeaisons
72563,5168,Fréquents,fatigue
72564,5168,Fréquents,polypes bénins dans l'estomac
72565,5168,Fréquents,augmentation des transaminases.
72566,5168,Peu fréquents,dépression
72567,5168,Peu fréquents,douleurs articulaires ou musculaires
72568,5168,Peu fréquents,anomalies de la numération formule sanguine.
72569,5168,Rares,anémie
72570,5168,Rares,vertiges
72571,5168,Rares,fourmillement des extrémités
72572,5168,Rares,somnolence
72573,5168,Rares,tremblements
72574,5168,Rares,vision trouble
72575,5168,Rares,pertubation du goût
72576,5168,Rares,chute de cheveux
72577,5168,Rares,photosensibilité
72578,5168,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72579,5168,Rares,altération du fonctionnement du rein
72580,5168,Rares,jaunisse
72581,5168,Rares,hépatite.
72582,5168,Très rares,colite
72583,5168,Très rares,augmentation des lipides dans le sang (cholestérol
72584,5168,Très rares,triglycérides)
72585,5168,Très rares,réaction allergique (œdème de Quincke
72586,5168,Très rares,choc)
72587,5168,Très rares,éruption cutanée potentiellement grave.
72588,5168,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72589,5170,Fréquents (1 à 10 % des cas),diarrhée ou constipation
72590,5170,Fréquents (1 à 10 % des cas),nausées
72591,5170,Fréquents (1 à 10 % des cas),vomissements
72592,5170,Fréquents (1 à 10 % des cas),douleurs abdominales
72593,5170,Fréquents (1 à 10 % des cas),bouche sèche
72594,5170,Fréquents (1 à 10 % des cas),maux de tête
72595,5170,Fréquents (1 à 10 % des cas),étourdissements
72596,5170,Fréquents (1 à 10 % des cas),rougeur cutanée
72597,5170,Fréquents (1 à 10 % des cas),démangeaisons
72598,5170,Fréquents (1 à 10 % des cas),fatigue
72599,5170,Fréquents (1 à 10 % des cas),polypes bénins dans l'estomac
72600,5170,Fréquents (1 à 10 % des cas),augmentation des transaminases.
72601,5170,Peu fréquents (moins de 1 % des cas),dépression
72602,5170,Peu fréquents (moins de 1 % des cas),douleurs articulaires ou musculaires
72603,5170,Peu fréquents (moins de 1 % des cas),anomalies de la numération formule sanguine.
72604,5170,Rares,anémie
72605,5170,Rares,vertiges
72606,5170,Rares,fourmillement des extrémités
72607,5170,Rares,somnolence
72608,5170,Rares,tremblements
72609,5170,Rares,vision trouble
72610,5170,Rares,pertubation du goût
72611,5170,Rares,chute de cheveux
72612,5170,Rares,photosensibilité
72613,5170,Rares,augmentation du volume des seins chez l'homme (gynécomastie)
72614,5170,Rares,altération du fonctionnement du rein
72615,5170,Rares,jaunisse
72616,5170,Rares,hépatite.
72617,5170,Très rares,colite
72618,5170,Très rares,augmentation des lipides dans le sang (cholestérol
72619,5170,Très rares,triglycérides)
72620,5170,Très rares,réaction allergique (œdème de Quincke
72621,5170,Très rares,choc)
72622,5170,Très rares,éruption cutanée potentiellement grave.
72623,5170,,"Très occasionnellement, les inhibiteurs de la pompe à protons pourraient également provoquer le développement d'un lupus cutané. En cas d'éruption cutanée, notamment sur des zones exposées au soleil, consultez votre médecin sans tarder."
72624,5173,,"Réactions allergiques ; les plus fréquentes sont des éruptions de boutons, le plus souvent bénignes, mais pouvant évoluer vers des lésions graves et exceptionnellement mortelles. La fréquence des réactions cutanées ayant conduit à une hospitalisation est de l'ordre de 1/1000 chez l'adulte et de 1/200 chez l'enfant."
72625,5173,,"Maux de tête, vertiges, troubles de la vision, tremblements, somnolence, agitation, fatigue, troubles digestifs, augmentation paradoxale de la fréquence des crises d'épilepsie."
72626,5174,Très fréquents (plus de 10 % des personnes),maux de tête
72627,5174,Très fréquents (plus de 10 % des personnes),éruption cutanée bénigne.
72628,5174,Fréquents (1 à 10 % des personnes),somnolence ou au contraire insomnie
72629,5174,Fréquents (1 à 10 % des personnes),vertiges
72630,5174,Fréquents (1 à 10 % des personnes),irritabilité
72631,5174,Fréquents (1 à 10 % des personnes),tremblements
72632,5174,Fréquents (1 à 10 % des personnes),agitation
72633,5174,Fréquents (1 à 10 % des personnes),diarrhée
72634,5174,Fréquents (1 à 10 % des personnes),nausées
72635,5174,Fréquents (1 à 10 % des personnes),vomissements
72636,5174,Fréquents (1 à 10 % des personnes),bouche sèche
72637,5174,Fréquents (1 à 10 % des personnes),douleur des articulations ou du dos
72638,5174,Fréquents (1 à 10 % des personnes),sensation de fatigue.
72639,5174,Peu fréquents (moins de 1 % des personnes),manque de coordination
72640,5174,Peu fréquents (moins de 1 % des personnes),vision double ou floue
72641,5174,Peu fréquents (moins de 1 % des personnes),perte de cheveux
72642,5174,Peu fréquents (moins de 1 % des personnes),photosensibilité.
72643,5174,"Rares (moins de 0,1 % des personnes)",réaction cutanée grave (voir Attention)
72644,5174,"Rares (moins de 0,1 % des personnes)",mouvements rapides et incontrôlables des yeux
72645,5174,"Rares (moins de 0,1 % des personnes)",conjonctivite
72646,5174,"Rares (moins de 0,1 % des personnes)",méningite.
72647,5174,Très rares,hallucination
72648,5174,Très rares,confusion
72649,5174,Très rares,mouvements involontaires
72650,5174,Très rares,aggravation d'une maladie de Parkinson
72651,5174,Très rares,anomalie de la numération formule sanguine
72652,5174,Très rares,augmentation paradoxale de la fréquence des crises d'épilepsie.
72653,5175,Très fréquents (plus de 10 % des personnes),maux de tête
72654,5175,Très fréquents (plus de 10 % des personnes),éruption cutanée bénigne.
72655,5175,Fréquents (1 à 10 % des personnes),somnolence ou au contraire insomnie
72656,5175,Fréquents (1 à 10 % des personnes),vertiges
72657,5175,Fréquents (1 à 10 % des personnes),irritabilité
72658,5175,Fréquents (1 à 10 % des personnes),tremblements
72659,5175,Fréquents (1 à 10 % des personnes),agitation
72660,5175,Fréquents (1 à 10 % des personnes),diarrhée
72661,5175,Fréquents (1 à 10 % des personnes),nausées
72662,5175,Fréquents (1 à 10 % des personnes),vomissements
72663,5175,Fréquents (1 à 10 % des personnes),bouche sèche
72664,5175,Fréquents (1 à 10 % des personnes),douleur des articulations ou du dos
72665,5175,Fréquents (1 à 10 % des personnes),sensation de fatigue.
72666,5175,Peu fréquents (moins de 1 % des personnes),manque de coordination
72667,5175,Peu fréquents (moins de 1 % des personnes),vision double ou floue
72668,5175,Peu fréquents (moins de 1 % des personnes),perte de cheveux
72669,5175,Peu fréquents (moins de 1 % des personnes),photosensibilité.
72670,5175,"Rares (moins de 0,1 % des personnes)",réaction cutanée grave (voir Attention)
72671,5175,"Rares (moins de 0,1 % des personnes)",mouvements rapides et incontrôlables des yeux
72672,5175,"Rares (moins de 0,1 % des personnes)",conjonctivite
72673,5175,"Rares (moins de 0,1 % des personnes)",méningite.
72674,5175,Très rares,hallucination
72675,5175,Très rares,confusion
72676,5175,Très rares,mouvements involontaires
72677,5175,Très rares,aggravation d'une maladie de Parkinson
72678,5175,Très rares,anomalie de la numération formule sanguine
72679,5175,Très rares,augmentation paradoxale de la fréquence des crises d'épilepsie.
72680,5176,Très fréquents (plus de 10 % des personnes),maux de tête
72681,5176,Très fréquents (plus de 10 % des personnes),éruption cutanée bénigne.
72682,5176,Fréquents (1 à 10 % des personnes),somnolence ou au contraire insomnie
72683,5176,Fréquents (1 à 10 % des personnes),vertiges
72684,5176,Fréquents (1 à 10 % des personnes),irritabilité
72685,5176,Fréquents (1 à 10 % des personnes),tremblements
72686,5176,Fréquents (1 à 10 % des personnes),agitation
72687,5176,Fréquents (1 à 10 % des personnes),diarrhée
72688,5176,Fréquents (1 à 10 % des personnes),nausées
72689,5176,Fréquents (1 à 10 % des personnes),vomissements
72690,5176,Fréquents (1 à 10 % des personnes),bouche sèche
72691,5176,Fréquents (1 à 10 % des personnes),douleur des articulations ou du dos
72692,5176,Fréquents (1 à 10 % des personnes),sensation de fatigue.
72693,5176,Peu fréquents (moins de 1 % des personnes),manque de coordination
72694,5176,Peu fréquents (moins de 1 % des personnes),vision double ou floue
72695,5176,Peu fréquents (moins de 1 % des personnes),perte de cheveux
72696,5176,Peu fréquents (moins de 1 % des personnes),photosensibilité.
72697,5176,"Rares (moins de 0,1 % des personnes)",réaction cutanée grave (voir Attention)
72698,5176,"Rares (moins de 0,1 % des personnes)",mouvements rapides et incontrôlables des yeux
72699,5176,"Rares (moins de 0,1 % des personnes)",conjonctivite
72700,5176,"Rares (moins de 0,1 % des personnes)",méningite.
72701,5176,Très rares,hallucination
72702,5176,Très rares,confusion
72703,5176,Très rares,mouvements involontaires
72704,5176,Très rares,aggravation d'une maladie de Parkinson
72705,5176,Très rares,anomalie de la numération formule sanguine
72706,5176,Très rares,augmentation paradoxale de la fréquence des crises d'épilepsie.
72707,5178,Très fréquents,nausées
72708,5178,Très fréquents,maux de tête.
72709,5178,Fréquents,insomnie
72710,5178,Fréquents,toux
72711,5178,Fréquents,vomissements
72712,5178,Fréquents,diarrhées
72713,5178,Fréquents,douleur abdominales
72714,5178,Fréquents,douleur articulaire ou musculaire
72715,5178,Fréquents,éruption cutanée
72716,5178,Fréquents,chute de cheveux
72717,5178,Fréquents,fatigue
72718,5178,Fréquents,malaise
72719,5178,Fréquents,vertiges
72720,5178,Fréquents,anémie
72721,5178,Fréquents,baisse du nombre de globules blancs
72722,5178,Fréquents,de globules rouges ou de plaquettes
72723,5178,Fréquents,augmentation des transaminases.
72724,5178,Peu fréquents,essoufflement
72725,5178,Peu fréquents,ballonnement
72726,5178,Peu fréquents,augmentation du volume des seins.
72727,5178,Rares,pigmentation des ongles et de la peau
72728,5178,Rares,urticaire
72729,5178,Rares,altération du goût
72730,5178,Rares,fourmilllements
72731,5178,Rares,gynécomastie
72732,5178,Rares,anxiété
72733,5178,Rares,dépression
72734,5178,Rares,hépatite
72735,5178,Rares,inflammation du pancréas (pancréatite)
72736,5178,Rares,acidose lactique (voir Attention).
72737,5178,,"Une redistribution anormale des graisses peut être observée après plusieurs mois de traitement (lipodystrophie) par la zidovudine. Elle peut entraîner une augmentation de la taille de la poitrine, de l'abdomen et de la nuque (bosse de bison), et une diminution de la graisse périphérique des membres, des fesses et des joues."
72738,5178,,Une prise de poids ainsi qu'une augmentation des graisses et du glucose dans le sang ont été rapportées au cours d'un traitement antirétroviral.
72739,5179,Très fréquents,nausées
72740,5179,Très fréquents,maux de tête.
72741,5179,Fréquents,insomnie
72742,5179,Fréquents,toux
72743,5179,Fréquents,vomissements
72744,5179,Fréquents,diarrhées
72745,5179,Fréquents,douleur abdominales
72746,5179,Fréquents,douleur articulaire ou musculaire
72747,5179,Fréquents,éruption cutanée
72748,5179,Fréquents,chute de cheveux
72749,5179,Fréquents,fatigue
72750,5179,Fréquents,malaise
72751,5179,Fréquents,vertiges
72752,5179,Fréquents,anémie
72753,5179,Fréquents,baisse du nombre de globules blancs
72754,5179,Fréquents,de globules rouges ou de plaquettes
72755,5179,Fréquents,augmentation des transaminases.
72756,5179,Peu fréquents,essoufflement
72757,5179,Peu fréquents,ballonnement
72758,5179,Peu fréquents,augmentation du volume des seins.
72759,5179,Rares,pigmentation des ongles et de la peau
72760,5179,Rares,urticaire
72761,5179,Rares,altération du goût
72762,5179,Rares,fourmilllements
72763,5179,Rares,gynécomastie
72764,5179,Rares,anxiété
72765,5179,Rares,dépression
72766,5179,Rares,hépatite
72767,5179,Rares,inflammation du pancréas (pancréatite)
72768,5179,Rares,acidose lactique (voir Attention).
72769,5179,,"Une redistribution anormale des graisses peut être observée après plusieurs mois de traitement (lipodystrophie) par la zidovudine. Elle peut entraîner une augmentation de la taille de la poitrine, de l'abdomen et de la nuque (bosse de bison), et une diminution de la graisse périphérique des membres, des fesses et des joues."
72770,5179,,Une prise de poids ainsi qu'une augmentation des graisses et du glucose dans le sang ont été rapportées au cours d'un traitement antirétroviral.
72771,5180,Très fréquents (plus de 10 % des patients),nausées
72772,5180,Très fréquents (plus de 10 % des patients),maux de tête.
72773,5180,Fréquents (1 à 10 % des patients),insomnie
72774,5180,Fréquents (1 à 10 % des patients),toux
72775,5180,Fréquents (1 à 10 % des patients),vomissements
72776,5180,Fréquents (1 à 10 % des patients),diarrhées
72777,5180,Fréquents (1 à 10 % des patients),douleur abdominales
72778,5180,Fréquents (1 à 10 % des patients),douleur articulaire ou musculaire
72779,5180,Fréquents (1 à 10 % des patients),éruption cutanée
72780,5180,Fréquents (1 à 10 % des patients),chute de cheveux
72781,5180,Fréquents (1 à 10 % des patients),fatigue
72782,5180,Fréquents (1 à 10 % des patients),malaise
72783,5180,Fréquents (1 à 10 % des patients),vertiges
72784,5180,Fréquents (1 à 10 % des patients),anémie
72785,5180,Fréquents (1 à 10 % des patients),baisse du nombre de globules blancs
72786,5180,Fréquents (1 à 10 % des patients),de globules rouges ou de plaquettes
72787,5180,Fréquents (1 à 10 % des patients),augmentation des transaminases.
72788,5180,Peu fréquents (moins de 1 patient sur 100),essoufflement
72789,5180,Peu fréquents (moins de 1 patient sur 100),ballonnement
72790,5180,Peu fréquents (moins de 1 patient sur 100),augmentation du volume des seins.
72791,5180,Rares (moins de patient sur 1000),pigmentation des ongles et de la peau
72792,5180,Rares (moins de patient sur 1000),urticaire
72793,5180,Rares (moins de patient sur 1000),altération du goût
72794,5180,Rares (moins de patient sur 1000),fourmilllements
72795,5180,Rares (moins de patient sur 1000),gynécomastie
72796,5180,Rares (moins de patient sur 1000),anxiété
72797,5180,Rares (moins de patient sur 1000),dépression
72798,5180,Rares (moins de patient sur 1000),hépatite
72799,5180,Rares (moins de patient sur 1000),inflammation du pancréas (pancréatite)
72800,5180,Rares (moins de patient sur 1000),acidose lactique (voir Attention).
72801,5180,,"Une redistribution anormale des graisses peut être observée après plusieurs mois de traitement (lipodystrophie) par la zidovudine. Elle peut entraîner une augmentation de la taille de la poitrine, de l'abdomen et de la nuque (bosse de bison), et une diminution de la graisse périphérique des membres, des fesses et des joues."
72802,5180,,Une prise de poids ainsi qu'une augmentation des graisses et du glucose dans le sang ont été rapportées au cours d'un traitement antirétroviral.
72803,5181,Très fréquents (plus de 10 % des personnes),maux de tête
72804,5181,Très fréquents (plus de 10 % des personnes),éruption cutanée bénigne.
72805,5181,Fréquents (1 à 10 % des personnes),somnolence ou au contraire insomnie
72806,5181,Fréquents (1 à 10 % des personnes),vertiges
72807,5181,Fréquents (1 à 10 % des personnes),irritabilité
72808,5181,Fréquents (1 à 10 % des personnes),tremblements
72809,5181,Fréquents (1 à 10 % des personnes),agitation
72810,5181,Fréquents (1 à 10 % des personnes),diarrhée
72811,5181,Fréquents (1 à 10 % des personnes),nausées
72812,5181,Fréquents (1 à 10 % des personnes),vomissements
72813,5181,Fréquents (1 à 10 % des personnes),bouche sèche
72814,5181,Fréquents (1 à 10 % des personnes),douleur des articulations ou du dos
72815,5181,Fréquents (1 à 10 % des personnes),sensation de fatigue.
72816,5181,"Peu fréquents (0,1 à 1 % des personnes)",manque de coordination
72817,5181,"Peu fréquents (0,1 à 1 % des personnes)",vision double ou floue
72818,5181,"Peu fréquents (0,1 à 1 % des personnes)",perte de cheveux
72819,5181,"Peu fréquents (0,1 à 1 % des personnes)",photosensibilité.
72820,5181,"Rares (0,01 à 0,1 % des personnes)",réaction cutanée grave (voir Attention)
