id,medicament_id,description
422,135,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
423,135,en association avec les produits contenant du millepertuis ou avec les associations glécaprévir/pibrentasvir ou sofosbuvir/velpatasvir/voxilaprévir.
424,137,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral...) ou veineux (phlébite, embolie pulmonaire...) ancien ou survenant au cours de la contraception ;"
425,137,"maladies augmentant le risque de thrombose (diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang) ;"
426,137,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
427,137,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
428,137,cancer hormonodépendant ;
429,137,"maladie du foie, grave ou récente, y compris tumeur du foie ;"
430,137,insuffisance rénale aiguë ou grave ;
431,137,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
432,137,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
433,138,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral...) ou veineux (phlébite, embolie pulmonaire...) ancien ou survenant au cours de la contraception ;"
434,138,"maladies augmentant le risque de thrombose (diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang) ;"
435,138,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
436,138,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
437,138,cancer hormonodépendant ;
438,138,"maladie du foie, grave ou récente, y compris tumeur du foie ;"
439,138,insuffisance rénale aiguë ou grave ;
440,138,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
441,138,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
442,141,"infection oculaire non contrôlée par un traitement spécifique, telle que : infection bactérienne ou fongique, kératite virale ;"
443,141,"perforation, ulcération ou lésion de la cornée,"
444,141,"augmentation de la tension intraoculaire,"
445,141,orgelet.
446,144,"accident thromboembolique veineux (phlébite, embolie pulmonaire...) ou artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant pendant le traitement ;"
447,144,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) même guéri ;
448,144,prédisposition connue aux thromboses (déficit en protéine C ou en protéine S...) ;
449,144,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
450,144,hyperplasie de l'utérus non traitée ;
451,144,"maladie du foie, grave ou récente ;"
452,144,porphyrie.
453,145,accident tromboembolique en cours ;
454,145,cancer hormonodépendant ;
455,145,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
456,145,maladie grave du foie.
457,145,Votre médecin est seul juge pour prescrire ce médicament en cas d'antécédent d'accident thromboembolique ou de troubles cardiaques susceptibles de les favoriser.
458,146,"accident thromboembolique veineux (phlébite, embolie pulmonaire...) ou artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant pendant le traitement ;"
459,146,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) même guéri ;
460,146,prédisposition connue aux thromboses (déficit en protéine C ou en protéine S...) ;
461,146,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
462,146,hyperplasie de l'utérus non traitée ;
463,146,"maladie du foie, grave ou récente ;"
464,146,porphyrie.
465,147,"accident thromboembolique (phlébite, embolie pulmonaire, infarctus du myocarde...) récent ou survenant pendant le traitement ;"
466,147,prédisposition connue aux thromboses veineuses ;
467,147,cancer hormonodépendant (y compris un antécédent de cancer du sein) ;
468,147,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
469,147,hyperplasie de l'utérus non traitée ;
470,147,"maladie du foie, grave ou récente ;"
471,147,porphyrie.
472,149,Ce médicament ne doit pas être utilisé en cas d'allergie à l'arachide ou au soja (présence d'huile de soja).
473,150,"enfant ayant des antécédents de convulsions,"
474,150,enfant de moins de 12 ans.
475,151,"accident thromboembolique (phlébite) en cours,"
476,151,"maladie cardiovasculaire grave,"
477,151,"insuffisance hépatique grave,"
478,151,en association avec la vaccination contre la fièvre jaune.
479,152,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral) ou veineux (phlébite, embolie pulmonaire) ancien ou survenant au cours de la contraception ;"
480,152,"maladies augmentant le risque de thrombose (diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang) ;"
481,152,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
482,152,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
483,152,"maladie du foie, grave ou récente, y compris tumeur du foie ;"
484,152,cancer hormonodépendant ;
485,152,insuffisance rénale aiguë ou grave ;
486,152,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
487,152,en association avec les produits contenant du millepertuis ou avec les associations glécaprévir/pibrentasvir ou sofosbuvir/velpatasvir/voxilaprévir.
488,153,Ce médicament ne doit pas être utilisé en cas de maladie grave du foie.
489,154,"insuffisance hépatique ou insuffisance respiratoire grave,"
490,154,"insuffisance rénale,"
491,154,"diabète,"
492,154,"épilepsie,"
493,154,"certains troubles mentaux,"
494,154,"maladie cardiovasculaire,"
495,154,prise de boissons alcoolisées depuis moins de 24 heures.
496,156,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
497,157,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
498,158,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
499,163,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
500,165,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
501,166,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
502,167,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
503,168,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
504,169,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
505,170,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
506,171,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
507,172,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
508,174,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
509,176,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
510,177,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
511,179,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
512,180,Ce médicament ne doit pas être associé avec les médicaments contenant du nelfinavir (qui n'est plus commercialisé en France).
513,182,"antécédent d'allergie aux médicaments de la famille des carboxamides (par exemple carbamazépine, oxcarbazépine) ;"
514,182,bloc auriculoventriculaire grave.
515,186,allergie aux sulfamides ou au gluten (
516,186,"insuffisance rénale grave, arrêt de la production d'urine."
517,187,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
518,187,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
519,188,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
520,188,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
521,189,"anomalie de l'électrocardiogramme favorisant les torsades de pointes,"
522,189,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
523,190,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
524,190,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
525,192,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
526,192,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
527,193,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
528,193,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
529,194,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
530,194,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
531,195,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
532,195,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
533,196,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
534,196,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
535,197,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
536,197,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
537,198,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
538,198,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
539,199,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
540,199,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
541,200,Ce médicament ne doit pas être utilisé chez l'enfant et l'adolescent de moins de 18 ans.
542,201,anomalie de l'électrocardiogramme favorisant les torsades de pointes ;
543,201,en association avec les IMAO et les médicaments susceptibles de provoquer des torsades de pointes.
544,203,Ce médicament ne doit pas être utilisé en cas d'allergie aux antibiotiques de la famille des macrolides.
545,204,Ce médicament ne doit pas être utilisé en cas d'allergie aux antibiotiques de la famille des macrolides.
546,207,"allergie à la lanoline,"
547,207,en application sur des lésions suintantes ou infectées.
548,208,"accident thromboembolique veineux (phlébite, embolie pulmonaire...) ;"
549,208,"accident cardiovasculaire par obstruction d'une artère (infarctus du myocarde, accident vasculaire cérébral...) ancien ou survenant au cours du traitement ;"
550,208,cancer hormonodépendant ;
551,208,diabète compliqué de lésions vasculaires ;
