id,medicament_id,description
11205,4978,tumeur du foie ancienne ou en cours ;
11206,4978,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
11207,4978,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
11208,4978,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
11209,4978,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
11210,4979,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ancien ou survenant au cours de la contraception ;"
11211,4979,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant au cours de la contraception ;"
11212,4979,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
11213,4979,"situations susceptibles d'augmenter le risque de thrombose artérielle : hypertension artérielle grave, diabète avec lésions vasculaires, excès important de cholestérol ou de triglycérides dans le sang ;"
11214,4979,pancréatite ;
11215,4979,"maladie du foie, grave ou récente ;"
11216,4979,tumeur du foie ancienne ou en cours ;
11217,4979,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
11218,4979,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
11219,4979,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
11220,4979,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
11221,4983,allergie à l'arachide ou au soja (présence de lécithine de sajo en excipient) ;
11222,4983,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ancien ou survenant au cours de la contraception ;"
11223,4983,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant au cours de la contraception ;"
11224,4983,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
11225,4983,"situations susceptibles d'augmenter le risque de thrombose artérielle : hypertension artérielle grave, diabète avec lésions vasculaires, excès important de cholestérol ou de triglycérides dans le sang ;"
11226,4983,pancréatite ;
11227,4983,"maladie du foie, grave ou récente ;"
11228,4983,tumeur du foie ancienne ou en cours ;
11229,4983,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
11230,4983,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
11231,4983,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
11232,4983,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
11233,4989,"allergie aux antibiotiques de la famille des quinolones,"
11234,4989,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11235,4989,"épilepsie,"
11236,4989,"enfant jusqu'à la fin de la croissance,"
11237,4989,"grossesse,"
11238,4989,allaitement.
11239,4990,"allergie aux antibiotiques de la famille des quinolones,"
11240,4990,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11241,4990,"épilepsie,"
11242,4990,"enfant jusqu'à la fin de la croissance,"
11243,4990,"grossesse,"
11244,4990,allaitement.
11245,4991,"allergie aux antibiotiques de la famille des quinolones,"
11246,4991,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11247,4991,"épilepsie,"
11248,4991,"enfant jusqu'à la fin de la croissance,"
11249,4991,"grossesse,"
11250,4991,allaitement.
11251,4992,"allergie aux antibiotiques de la famille des quinolones,"
11252,4992,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11253,4992,"épilepsie,"
11254,4992,"enfant jusqu'à la fin de la croissance,"
11255,4992,"grossesse,"
11256,4992,allaitement.
11257,4993,"allergie aux antibiotiques de la famille des quinolones,"
11258,4993,"antécédent de tendinite lors de l'utilisation d'une quinolone,"
11259,4993,"épilepsie,"
11260,4993,"enfant jusqu'à la fin de la croissance,"
11261,4993,"grossesse,"
11262,4993,allaitement.
11263,4995,"allergie aux antibiotiques de la famille des quinolones,"
11264,4995,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11265,4995,"épilepsie,"
11266,4995,"enfant jusqu'à la fin de la croissance,"
11267,4995,"grossesse,"
11268,4995,allaitement.
11269,4996,"allergie aux antibiotiques de la famille des quinolones,"
11270,4996,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11271,4996,"épilepsie,"
11272,4996,"enfant jusqu'à la fin de la croissance,"
11273,4996,"grossesse,"
11274,4996,allaitement.
11275,4997,"allergie aux antibiotiques de la famille des quinolones,"
11276,4997,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11277,4997,"épilepsie,"
11278,4997,"enfant jusqu'à la fin de la croissance,"
11279,4997,"grossesse,"
11280,4997,allaitement.
11281,4998,"allergie aux antibiotiques de la famille des quinolones,"
11282,4998,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11283,4998,"épilepsie,"
11284,4998,"enfant jusqu'à la fin de la croissance,"
11285,4998,"grossesse,"
11286,4998,allaitement.
11287,4999,"allergie aux antibiotiques de la famille des quinolones,"
11288,4999,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11289,4999,"épilepsie,"
11290,4999,"enfant jusqu'à la fin de la croissance,"
11291,4999,"grossesse,"
11292,4999,allaitement.
11293,5000,"allergie aux antibiotiques de la famille des quinolones,"
11294,5000,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11295,5000,"épilepsie,"
11296,5000,"enfant jusqu'à la fin de la croissance,"
11297,5000,"grossesse,"
11298,5000,allaitement.
11299,5001,"allergie aux antibiotiques de la famille des quinolones,"
11300,5001,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11301,5001,"épilepsie,"
11302,5001,"enfant jusqu'à la fin de la croissance,"
11303,5001,"grossesse,"
11304,5001,allaitement.
11305,5003,"allergie aux antibiotiques de la famille des quinolones,"
11306,5003,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11307,5003,"épilepsie,"
11308,5003,"enfant jusqu'à la fin de la croissance,"
11309,5003,"grossesse,"
11310,5003,allaitement.
11311,5006,"allergie aux antibiotiques de la famille des quinolones,"
11312,5006,"antécédent de tendinite lors de l'utilisation d'une fluoroquinolone,"
11313,5006,"épilepsie,"
11314,5006,"enfant jusqu'à la fin de la croissance,"
11315,5006,"grossesse,"
11316,5006,allaitement.
11317,5007,"insuffisance hépatique grave,"
11318,5007,"glaucome à angle fermé,"
11319,5007,"phéochromocytome,"
11320,5007,"antécédent de syndrome malin des neuroleptiques ou de rhabdomyolyse,"
11321,5007,en association avec certains IMAO.
11322,5008,"psychose grave, confusion mentale,"
11323,5008,"accident cardiaque récent avec angor et arythmie,"
11324,5008,"insuffisance cardiaque grave,"
11325,5008,"glaucome à angle fermé,"
11326,5008,"antécédent de mélanome ou grain de beauté suspect,"
11327,5008,"en association avec les neuroleptiques utilisés dans le traitement des vomissements,"
11328,5008,en association avec la réserpine.
11329,5009,"insuffisance hépatique grave,"
11330,5009,"glaucome à angle fermé,"
11331,5009,"phéochromocytome,"
11332,5009,"antécédent de syndrome malin des neuroleptiques ou de rhabdomyolyse,"
11333,5009,en association avec certains IMAO.
11334,5010,"insuffisance hépatique grave,"
11335,5010,"glaucome à angle fermé,"
11336,5010,"phéochromocytome,"
11337,5010,"antécédent de syndrome malin des neuroleptiques ou de rhabdomyolyse,"
11338,5010,en association avec certains IMAO.
11339,5011,"insuffisance hépatique grave,"
11340,5011,"glaucome à angle fermé,"
11341,5011,"phéochromocytome,"
11342,5011,"antécédent de syndrome malin des neuroleptiques ou de rhabdomyolyse,"
11343,5011,en association avec certains IMAO.
11344,5012,"insuffisance hépatique grave,"
11345,5012,"glaucome à angle fermé,"
11346,5012,"phéochromocytome,"
11347,5012,"antécédent de syndrome malin des neuroleptiques ou de rhabdomyolyse,"
11348,5012,en association avec certains IMAO.
11349,5013,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11350,5014,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11351,5015,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11352,5016,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11353,5017,"hyperthyroïdie grave, phéochromocytome, tachycardie ;"
11354,5017,"troubles endocriniens, cardiaques, rénaux ou hépatiques graves ;"
11355,5017,troubles psychiques graves ;
11356,5017,"glaucome à angle fermé,"
11357,5017,"en association avec certains neuroleptiques, les IMAO non sélectifs ou avec la réserpine."
11358,5018,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11359,5019,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11360,5020,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11361,5021,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11362,5022,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11363,5023,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11364,5024,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
11365,5026,"allergie aux pénicillines ou aux céphalosporines,"
11366,5026,antécédent de jaunisse ou d'hépatite lors de la prise d'un médicament contenant amoxicilline + acide clavulanique.
11367,5029,"fragilité cardiovasculaire contre-indiquant l'effort que représente l'acte sexuel (angine de poitrine grave, insuffisance cardiaque grave...) ;"
11368,5029,"situations dans lesquelles l'effet du médicament n'a pas été étudié : insuffisance hépatique grave, hypotension grave, antécédent récent d'accident vasculaire cérébral ou d'infarctus du myocarde, maladie grave de la rétine (rétinite pigmentaire) ;"
11369,5029,altération de la vision due à une atteinte du nerf optique ;
11370,5029,"en association avec des vasodilatateurs nitrés et les médicaments contenant du ritonavir, de l'indanavir, de l'itraconazole, du kétoconazole ou du riociguat (voir interactions)."
11371,5056,"allergie ou intolérance au produit,"
11372,5056,enfant de moins de 12 ans.
11373,5058,"préménopause,"
11374,5058,"grossesse,"
11375,5058,allaitement.
11376,5060,"préménopause,"
11377,5060,"grossesse,"
11378,5060,allaitement.
11379,5061,"préménopause,"
11380,5061,"grossesse,"
11381,5061,allaitement.
11382,5062,"préménopause,"
11383,5062,"grossesse,"
11384,5062,allaitement.
11385,5063,"préménopause,"
11386,5063,"grossesse,"
11387,5063,allaitement.
11388,5064,"préménopause,"
11389,5064,"grossesse,"
11390,5064,allaitement.
11391,5065,"préménopause,"
11392,5065,"grossesse,"
11393,5065,allaitement.
11394,5066,"préménopause,"
11395,5066,"grossesse,"
11396,5066,allaitement.
11397,5067,"préménopause,"
11398,5067,"grossesse,"
11399,5067,allaitement.
11400,5068,"préménopause,"
11401,5068,"grossesse,"
11402,5068,allaitement.
11403,5069,"préménopause,"
11404,5069,"grossesse,"
11405,5069,allaitement.
11406,5070,"préménopause,"
11407,5070,"grossesse,"
11408,5070,allaitement.
11409,5071,"préménopause,"
11410,5071,"grossesse,"
11411,5071,allaitement.
11412,5072,"préménopause,"
11413,5072,"grossesse,"
11414,5072,allaitement.
11415,5073,"préménopause,"
11416,5073,"grossesse,"
11417,5073,allaitement.
11418,5074,"préménopause,"
11419,5074,"grossesse,"
11420,5074,allaitement.
11421,5076,"insuffisance hépatique ou transaminases élevées,"
11422,5076,"grossesse,"
11423,5076,allaitement.
11424,5078,allergie aux médicaments de la famille des inhibiteurs de l'enzyme de conversion ;
11425,5078,prédisposition à l'œdème de Quincke ;
11426,5078,"certaines malformations cardiaques faisant obstacle à la circulation du sang dans le cœur (cardiomyopathie obstructive, rétrécissement de l'aorte par exemple) ;"
11427,5078,angine de poitrine grave ou infarctus du myocarde récent (moins de 1 mois) ;
11428,5078,insuffisance cardiaque mal équilibrée malgré un traitement spécifique ;
11429,5078,insuffisance rénale grave ;
11430,5078,insuffisance hépatique grave ;
11431,5078,"en association avec certains inhibiteurs enzymatiques (tels le ritonavir, l'érythromycine, la clarithromycine, l'itraconazole, le kétoconazole) ou la ciclosporine ;"
11432,5078,en association avec un traitement par sacubitril/valsartan ;
11433,5078,en association avec les médicaments contenant de l'aliskiren en cas de diabète ou d'insuffisance rénale ;
11434,5078,en association avec le pamplemousse (jus ou fruit) ;
11435,5078,grossesse (à partir du 4e mois).
11436,5079,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11437,5079,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11438,5079,insuffisance cardiaque non traitée ;
11439,5079,insuffisance hépatique grave ;
11440,5079,insuffisance rénale grave ;
11441,5079,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11442,5079,en association avec le pamplemousse (jus ou fruit).
11443,5080,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11444,5080,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11445,5080,insuffisance cardiaque non traitée ;
11446,5080,insuffisance hépatique grave ;
11447,5080,insuffisance rénale grave ;
11448,5080,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11449,5080,en association avec le pamplemousse (jus ou fruit).
11450,5081,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11451,5081,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11452,5081,insuffisance cardiaque non traitée ;
11453,5081,insuffisance hépatique grave ;
11454,5081,insuffisance rénale grave ;
11455,5081,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11456,5081,en association avec le pamplemousse (jus ou fruit).
11457,5082,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11458,5082,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11459,5082,insuffisance cardiaque non traitée ;
11460,5082,insuffisance hépatique grave ;
11461,5082,insuffisance rénale grave ;
11462,5082,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11463,5082,en association avec le pamplemousse (jus ou fruit).
11464,5083,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11465,5083,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11466,5083,insuffisance cardiaque non traitée ;
11467,5083,insuffisance hépatique grave ;
11468,5083,insuffisance rénale grave ;
11469,5083,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11470,5083,en association avec le pamplemousse (jus ou fruit).
11471,5084,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11472,5084,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11473,5084,insuffisance cardiaque non traitée ;
11474,5084,insuffisance hépatique grave ;
11475,5084,insuffisance rénale grave ;
11476,5084,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11477,5084,en association avec le pamplemousse (jus ou fruit).
11478,5085,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11479,5085,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11480,5085,insuffisance cardiaque non traitée ;
11481,5085,insuffisance hépatique grave ;
11482,5085,insuffisance rénale grave ;
11483,5085,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11484,5085,en association avec le pamplemousse (jus ou fruit).
11485,5086,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11486,5086,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11487,5086,insuffisance cardiaque non traitée ;
11488,5086,insuffisance hépatique grave ;
11489,5086,insuffisance rénale grave ;
11490,5086,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11491,5086,en association avec le pamplemousse (jus ou fruit).
11492,5087,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11493,5087,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11494,5087,insuffisance hépatique grave ;
11495,5087,insuffisance rénale grave ;
11496,5087,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11497,5087,en association avec la consommation de pamplemousse (jus ou fruit).
11498,5088,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11499,5088,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11500,5088,insuffisance cardiaque non traitée ;
11501,5088,insuffisance hépatique grave ;
11502,5088,insuffisance rénale grave ;
11503,5088,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11504,5088,en association avec le pamplemousse (jus ou fruit).
11505,5089,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11506,5089,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11507,5089,insuffisance cardiaque non traitée ;
11508,5089,insuffisance hépatique grave ;
11509,5089,insuffisance rénale grave ;
11510,5089,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11511,5089,en association avec le pamplemousse (jus ou fruit).
11512,5090,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11513,5090,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11514,5090,insuffisance cardiaque non traitée ;
11515,5090,insuffisance hépatique grave ;
11516,5090,insuffisance rénale grave ;
11517,5090,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11518,5090,en association avec le pamplemousse (jus ou fruit).
11519,5091,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11520,5091,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11521,5091,insuffisance cardiaque non traitée ;
11522,5091,insuffisance hépatique grave ;
11523,5091,insuffisance rénale grave ;
11524,5091,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11525,5091,en association avec le pamplemousse (jus ou fruit).
11526,5092,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11527,5092,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11528,5092,insuffisance cardiaque non traitée ;
11529,5092,insuffisance hépatique grave ;
11530,5092,insuffisance rénale grave ;
11531,5092,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11532,5092,en association avec le pamplemousse (jus ou fruit).
11533,5093,angine de poitrine grave ou infarctus du myocarde récent (1 mois) ;
11534,5093,obstacle à l'éjection du sang sortant du cœur (sténose de la valve aortique...) ;
11535,5093,insuffisance cardiaque non traitée ;
11536,5093,insuffisance hépatique grave ;
11537,5093,insuffisance rénale grave ;
11538,5093,"en association avec certains antiviraux (ritonavir par exemple) et les médicaments contenant de l'érythromycine, de la clarithromycine, de l'itraconazole, du kétoconazole ou de la ciclosporine ;"
11539,5093,en association avec le pamplemousse (jus ou fruit).
11540,5094,"cancer non hormonodépendant,"
11541,5094,femme et enfant.
11542,5095,"risque de glaucome à angle fermé,"
11543,5095,"risque de rétention des urines (adénome de la prostate),"
11544,5095,maladies cardiaques graves.
11545,5097,"antécédent de baisse anormale des globules blancs, quelle qu'en soit la cause, ou de maladie susceptible de provoquer une telle baisse ;"
11546,5097,antécédent d'agranulocytose ou d'atteinte cardiaque liée à la prise de clozapine ;
11547,5097,situation empêchant des prises de sang régulières ;
11548,5097,maladie de la moelle osseuse ;
11549,5097,maladie grave des reins ou du cœur ;
11550,5097,"insuffisance hépatique ou atteinte du foie accompagnée de nausées, de perte d'appétit ou de jaunisse ;"
11551,5097,épilepsie non contrôlée par un traitement spécifique ;
11552,5097,psychose induite par l'alcool ou d'autres drogues ;
11553,5097,"trouble grave de la vigilance, défaillance cardiorespiratoire ;"
11554,5097,arrêt du transit intestinal ;
11555,5097,en association avec les médicaments connus pour exposer à un risque d'agranulocytose.
11556,5102,Ce médicament ne doit pas être utilisé chez la femme qui allaite.
11557,5109,"allergie au léflunomide ou au tériflunomide,"
11558,5109,"insuffisance hépatique,"
11559,5109,"insuffisance rénale modérée à grave,"
11560,5109,"baisse importante des protéines dans le sang,"
11561,5109,"maladie altérant les défenses immunitaires (par exemple patient atteint du sida),"
11562,5109,"anomalie de la numération formule sanguine (diminution du taux de globules rouges, de globules blancs ou de plaquettes),"
11563,5109,"infection grave,"
11564,5109,"grossesse et femme en âge de procréer sans contraception efficace,"
11565,5109,allaitement.
11566,5112,"allergie au léflunomide ou au tériflunomide,"
11567,5112,"insuffisance hépatique,"
11568,5112,"insuffisance rénale modérée à grave,"
11569,5112,"baisse importante des protéines dans le sang,"
11570,5112,"maladie altérant les défenses immunitaires (par exemple patient atteint du sida),"
11571,5112,"anomalie de la numération formule sanguine (diminution du taux de globules rouges, de globules blancs ou de plaquettes),"
11572,5112,"infection grave,"
11573,5112,"grossesse et femme en âge de procréer sans contraception efficace,"
11574,5112,allaitement.
11575,5113,"allergie au léflunomide ou au tériflunomide,"
11576,5113,"insuffisance hépatique,"
11577,5113,"insuffisance rénale modérée à grave,"
11578,5113,"baisse importante des protéines dans le sang,"
11579,5113,"maladie altérant les défenses immunitaires (par exemple patient atteint du sida),"
11580,5113,"anomalie de la numération formule sanguine (diminution du taux de globules rouges, de globules blancs ou de plaquettes),"
11581,5113,"infection grave,"
11582,5113,"grossesse et femme en âge de procréer sans contraception efficace,"
11583,5113,allaitement.
11584,5114,"allergie au léflunomide, au tériflunomide au soja ou à l'arachide,"
11585,5114,"insuffisance hépatique,"
11586,5114,"insuffisance rénale modérée à grave,"
11587,5114,"baisse importante des protéines dans le sang,"
11588,5114,"maladie altérant les défenses immunitaires (par exemple patient atteint du sida),"
11589,5114,"anomalie de la numération formule sanguine (diminution du taux de globules rouges, de globules blancs ou de plaquettes),"
11590,5114,"infection grave,"
11591,5114,"grossesse et femme en âge de procréer sans contraception efficace,"
11592,5114,allaitement.
11593,5115,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ancien ou survenant au cours de la contraception ;"
11594,5115,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant au cours de la contraception ;"
11595,5115,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
11596,5115,"situations susceptibles d'augmenter le risque de thrombose artérielle : hypertension artérielle grave, diabète avec lésions vasculaires, excès important de cholestérol ou de triglycérides dans le sang ;"
11597,5115,pancréatite ;
11598,5115,"maladie du foie, grave ou récente ;"
11599,5115,tumeur du foie ancienne ou en cours ;
11600,5115,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
11601,5115,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
11602,5115,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
11603,5115,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
11604,5116,"allergie au léflunomide ou au tériflunomide,"
11605,5116,"insuffisance hépatique,"
11606,5116,"insuffisance rénale modérée à grave,"
11607,5116,"baisse importante des protéines dans le sang,"
11608,5116,"maladie altérant les défenses immunitaires (par exemple patient atteint du sida),"
11609,5116,"anomalie de la numération formule sanguine (diminution du taux de globules rouges, de globules blancs ou de plaquettes),"
11610,5116,"infection grave,"
11611,5116,"grossesse et femme en âge de procréer sans contraception efficace,"
11612,5116,allaitement.
11613,5117,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ancien ou survenant au cours de la contraception ;"
11614,5117,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant au cours de la contraception ;"
11615,5117,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
11616,5117,"situations susceptibles d'augmenter le risque de thrombose artérielle : hypertension artérielle grave, diabète avec lésions vasculaires, excès important de cholestérol ou de triglycérides dans le sang ;"
11617,5117,pancréatite ;
11618,5117,"maladie du foie, grave ou récente ;"
11619,5117,tumeur du foie ancienne ou en cours ;
11620,5117,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
11621,5117,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
11622,5117,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
11623,5117,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
11624,5120,"ulcère de l'estomac ou du duodénum en cours,"
11625,5120,phéochromocytome.
11626,5123,"maladie inflammatoire du côlon,"
11627,5123,"occlusion intestinale ou affection prédisposant à une occlusion,"
11628,5123,"douleurs abdominales de cause inconnue,"
11629,5123,personne ne devant pas absorber de galactose.
11630,5124,"maladie inflammatoire du côlon,"
11631,5124,"occlusion intestinale ou affection prédisposant à une occlusion,"
11632,5124,"perforation de l'intestin,"
11633,5124,"douleurs abdominales de cause inconnue,"
11634,5124,difficulté à avaler.
11635,5127,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11636,5127,"asthme et bronchite chronique grave,"
11637,5127,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11638,5127,"bloc auriculoventriculaire grave,"
11639,5127,rythme cardiaque inférieur à 50 battements par minute.
11640,5128,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11641,5128,"asthme et bronchite chronique grave,"
11642,5128,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11643,5128,"bloc auriculoventriculaire grave,"
11644,5128,rythme cardiaque inférieur à 50 battements par minute.
11645,5129,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11646,5129,"asthme et bronchite chronique grave,"
11647,5129,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11648,5129,"bloc auriculoventriculaire grave,"
11649,5129,rythme cardiaque inférieur à 50 battements par minute.
11650,5130,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11651,5130,"asthme et bronchite chronique grave,"
11652,5130,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11653,5130,"bloc auriculoventriculaire grave,"
11654,5130,rythme cardiaque inférieur à 50 battements par minute.
11655,5131,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11656,5132,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11657,5132,"asthme et bronchite chronique grave,"
11658,5132,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11659,5132,"bloc auriculoventriculaire grave,"
11660,5132,rythme cardiaque inférieur à 50 battements par minute.
11661,5133,"antécédent d'allergie aux ammoniums quaternaires (présence du benzalkonium comme conservateur),"
11662,5133,"asthme et bronchite chronique grave,"
11663,5133,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11664,5133,"bloc auriculoventriculaire grave,"
11665,5133,rythme cardiaque inférieur à 50 battements par minute.
